Epoch	SMILES	Valid	Desired	RDKit_Aggregate_TanimotoCombo	SA
15	N#CC1(c2ccc(Cl)cc2)CCN(Cc2ccccc2)CC1	1.0	1	0.964	0.979
15	CC(C)Sc1ccc(C(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1	1.0	1	0.653	0.981
15	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)cc1	1.0	1	0.628	0.983
15	Cc1ccc(S(=O)(=O)NC(CCn2cccc2C)C(=O)c2ccccc2)c2ccccc12	1.0	1	0.854	0.903
15	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.932	0.963
15	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(C(C)(Cl)Cl)cc2)cc1	1.0	1	0.953	0.966
15	CS(=O)(=O)Nc1cc(C(=O)NCCN2CCCCC2)ccc1Cl	1.0	1	0.677	0.983
15	CC(=O)C1=C(O)C(=O)N(c2cc(F)ccc2F)C1c1ccc(Cl)cc1	1.0	1	0.999	0.933
15	O=C(NCCN1CCNCC1)c1cc(Oc2ccc(NC(=O)C3CC3)cc2)ccc1	1.0	1	0.551	0.979
15	CC(=O)C1=C(O)C(=O)N(c2cc(F)ccc2)C1C1CCCCC1	1.0	1	0.998	0.917
15	CC(=O)C1=C(O)C(=O)N(c2cnc(C)cc2)C1C1CCCCC1	1.0	1	0.914	0.889
15	COc1c(C(=O)NCCN2CCCCC2)nc2ccc(Br)cc2c1Cl	1.0	1	0.83	0.965
15	O=[N+]([O-])c1cc(C(=O)NC2CCCCNC2)ccc1Cl	1.0	1	0.814	0.948
15	COc1cc2c(ccc1=O)OC(=O)N2Cc1cc(Br)ccn1	1.0	1	0.898	0.941
15	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.883	0.98
15	CC(=O)C1=C(O)C(=O)N(c2cc(F)ccc2F)C1c1ccc(Cl)cc1	1.0	1	0.999	0.933
15	COc1nc2c(cc1OCc1ccccc1)CCN(C(=O)c1ccccc1)C2=O	1.0	1	0.717	0.968
15	CCCCNS(=O)(=O)c1cc(C(=O)NCCNc2ccc(Cl)cc2C(=O)N2CCOCC2)ccc1Cl	1.0	0	0.005	0.959
15	CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c[n+]([O-])c(C)cc2)cc1	1.0	1	0.871	0.954
15	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccccc1	1.0	1	0.998	0.963
15	Cc1ccc(C(=O)Nc2cc(C)ccc2C(=O)c2ccncc2)cc1	1.0	1	0.766	0.987
15	COc1c(S(=O)(=O)NCc2cccc(C(F)(F)F)c2)cccc1	1.0	1	0.807	0.986
15	Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.93	0.983
15	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)cccn2)cc1	1.0	1	0.848	0.97
15	Cc1cc(Oc2cccc(CNC(=O)c3ccccc3)c2)ccc1Cl	1.0	1	0.748	0.99
15	COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)ncc(C(=O)c3ccccc3)c2ccc1	1.0	1	0.854	0.958
15	O=C(NCCN1CCCCCC1)c1cccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)c1	1.0	0	0.005	0.955
15	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)cn(CC(=O)O)c2	1.0	1	0.864	0.94
16	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(C)cc2)C1C1CCCCC1	1.0	1	0.997	0.908
16	N#CC1(c2ccc(Cl)cc2)CCN(CCCN)CC1	1.0	1	0.92	0.962
16	CC(=O)C1=C(O)C(=O)N(c2cc(C)c(C)cc2)C1C1CCCCCCC1	1.0	1	0.993	0.915
16	CC(=O)Nc1cc(C(=O)NCCN2CCCCC2C)ccc1Cl	1.0	1	0.721	0.959
16	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2cc(C(F)(F)F)ccc2)cc1	1.0	1	0.946	0.978
16	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccccc1	1.0	1	0.874	0.973
16	N#Cc1c(C(=O)NC2CCN(Cc3ccccc3)CC2)cccc1C(=O)c1ccccc1	1.0	1	0.564	0.975
16	CCOc1ccc(C(=O)NCCc2[nH]c(-c3cccc(OC)c3)nc2C)cc1	1.0	1	0.639	0.973
16	Nc1nn2c(O)c(Cc3cccc(F)c3)c(C3CCCC3)nc2n1	1.0	1	1.0	0.924
16	O=S1(=O)NC(Nc2ccc(N3CCOCC3)cc2)=Nc2c1cc(Cl)cc2	1.0	1	0.53	0.925
16	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1ccccc1	1.0	1	0.999	0.949
16	Cc1ncccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1	0.91	0.951
16	Nc1nn2c(O)c(Cc3ccc(Cl)c(F)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.905
16	CCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	1.0	0.935
16	O=C(O)c1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cnc1	1.0	1	0.893	0.958
16	O=S(=O)(Nc1ncc(Cl)nc1Oc1cc(Cl)ccc1)c1ccccc1	1.0	1	0.957	0.97
16	CC(=O)C1=C(O)C(=O)N(c2c(C)c(C)n(C)c2C)C1C1CCCCC1	1.0	1	0.985	0.79
16	Nc1nn2c(O)c(Cc3cc(F)c(F)cc3F)c(N3CCOCC3)nc2n1	1.0	1	0.991	0.897
16	CC(C)c1nc(NS(=O)(=O)c2ccccc2)ccc1	1.0	1	0.812	0.984
16	C=CCOCc1ccc(Cl)cc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(CF)c1	1.0	1	0.958	0.939
16	COc1ccc(NC(=O)N2CCC(NS(=O)(=O)c3ccc(C)cc3)C3)cc2c1	0.0	0	0.0	0.0
16	CC(C)Cc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2cccc(Cl)c2)cc1	1.0	1	0.899	0.978
16	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1C1CCCCC1	1.0	1	0.999	0.892
16	CCCC(=O)Nc1ccc(-c2cccc3c2c(N=O)c2ccccc23)cc1	0.0	0	0.0	0.0
16	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.937
16	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1ccc(Br)cc1	1.0	1	0.998	0.925
16	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1ccc(Cl)cc1	1.0	1	0.999	0.932
16	CCCc1nc2nc(N)nn2c(O)c1Cc1cccc(C(=C)C#N)c1	1.0	1	0.999	0.859
16	COc1ccc(Nc2cc(Oc3ccc(C(=O)NCC(C)C)cc3)ccc2)cc1	1.0	1	0.616	0.987
16	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(F)cc1	1.0	1	0.934	0.982
16	O=C(O)c1c(F)cc(C(=O)c2cc(Cl)c(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.911	0.972
16	CCN(C(=O)CCc1ccccc1)C1CCN(CC2CN(C(C)(C)C)C(=O)N2C)C1	1.0	1	0.684	0.733
16	CC(=O)C1=C(O)C(=O)N(c2cnc(Cl)s2)C1C1CCCCC1	1.0	1	0.996	0.751
16	COC(=O)c1cccc(C(=O)c2ccccc2)c1C2	0.0	0	0.0	0.0
16	CC1CCN(C(=O)C(CCn2nccc2C#N)Cc2ccccc2)CC1	1.0	1	0.912	0.871
16	O=C(O)c1c(Oc2c(Cl)cc(Br)cc2)cccc1	1.0	1	0.892	0.989
16	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)cc1	1.0	1	0.897	0.974
16	Cc1ncc(CO)c(NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1	0.863	0.977
16	CC(=O)c1ccc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	1	0.622	0.956
16	CCc1c(OC)nc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.829	0.979
16	CC(=O)C1=C(O)C(=O)N(c2cc(C)c(C)cc2)C1C1CCCCC1	1.0	1	0.998	0.916
16	O=[N+]([O-])c1c(Br)c(Cl)ccc1N=C(N1CCN(Cc2ccccc2)CC1)NS1(=O)=O	0.0	0	0.0	0.0
16	CCc1ccc(NS(=O)(=O)c2ccc(N3C(=O)c4ccccc4C3=O)c3ccccc23)cc1	1.0	1	0.723	0.976
16	CC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccc(Cl)s3)c3c2cccc3)CC1	1.0	1	0.688	0.962
16	CC1CCCCN1C(=O)C(CCn1cccc1C#N)NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.833	0.773
16	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.927	0.983
16	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CCCN)CC3)c3c2cccc3)cccc1	1.0	0	0.005	0.964
16	CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2)C1C1CCCCC1	1.0	1	0.978	0.927
16	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.927	0.983
16	O=C(O)c1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)ccc1	1.0	1	0.911	0.971
16	O=S1(=O)NC(Nc2ccccc2Cc2ccccc2)Cc2c1ccc(O)c2	1.0	1	0.848	0.84
16	COc1nc(Br)cnc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1	1.0	1	0.892	0.95
16	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	1	0.898	0.978
16	CCCC(=O)Nc1ccc(C(=O)Nc2cccc(C)c2)cc1	1.0	1	0.598	0.993
16	N#Cc1cc(NS(=O)(=O)c2ccc(Cl)c(C(=O)c3ccncc3)c2)ccc1	1.0	1	0.779	0.975
16	Cc1cc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)ccc1	1.0	1	0.974	0.975
16	N#CC1(c2ccc(Cl)cc2)CC1(N)=NS(=O)(=O)c1ccccc1	0.0	0	0.0	0.0
16	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)s1	1.0	1	0.887	0.947
16	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.997	0.929
16	N#CSc1cc(Oc2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)ccc1	1.0	1	0.942	0.959
16	O=C(c1cnc(Cl)cc1)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2)CC1	1.0	1	0.656	0.978
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(S(C)(=O)=O)cc2)cc1	1.0	1	0.856	0.961
16	O=S(=O)(NC1CCN(Cc2ccccc2)CC1)c1ccccc1	1.0	1	0.724	0.99
16	COc1ccc(NS(=O)(=O)c2ccc(NC(=O)N3CCC(C)CC3)cc2)cc1	1.0	1	0.628	0.985
16	O=C(C1COc2ccccc2O1)N1CCCCC1	1.0	1	0.909	0.961
16	CCCCC(=O)c1cc(S(=O)(=O)Nc2c(C)cccc2)ccc1	1.0	1	0.803	0.988
16	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1COC1	1.0	1	0.946	0.913
16	CCC(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c[n+]([O-])c(C)cc2)cc1	1.0	1	0.9	0.881
16	COc1cc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(C(C)(C)O)s1	1.0	1	0.963	0.885
16	N#Cc1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1	1.0	1	0.962	0.969
16	Cc1nc2nc(N)nn2c(O)c1Cc1cccc(Br)c1	1.0	1	0.999	0.943
16	CS(=O)(=O)Nc1ccc(C(=O)NCC(C)(C)C)cc1	1.0	1	0.708	0.985
16	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3)cc1	1.0	1	0.846	0.97
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)cccc2)cc1	1.0	1	0.939	0.979
16	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1	1.0	1	0.676	0.976
16	O=S(=O)(NCCCN1CCCCC1)c1ccc(Cl)cc1F	1.0	1	0.858	0.982
16	O=S(=O)(NCCCN1CCCC1)c1ccc(Cl)cc1Cl	1.0	1	0.803	0.983
16	c1ccc(COc2ccc(Cc3ncc(CCc4ccccc4)cc3)cc2)cc1	1.0	1	0.687	0.986
16	N#Cc1c(-c2ccc(Cl)cc2)c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	0.0	0	0.0	0.0
16	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1csc2c1cccc2	1.0	1	0.963	0.944
16	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Br)cc(C(C)C)c1	1.0	1	1.0	0.889
16	CCOc1ccc(N2C(=O)C(O)=C(C(C)=O)C2C2CCCCC2)cc1	1.0	1	0.998	0.926
16	N#Cc1cc(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)ccc1	1.0	1	0.933	0.977
16	COc1c(NS(=O)(=O)c2ccc(Cl)s2)c(C)ccc1	1.0	1	0.84	0.977
16	CCCC(=O)Nc1ccc(C(=O)c2cc(Cl)ccc2)cc1	1.0	1	0.845	0.991
16	Nc1ccc(S(=O)(=O)NCc2ccccc2)cc1	1.0	1	0.873	0.992
16	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1ccc(C(F)(F)F)cc1	1.0	1	0.999	0.911
16	COc1nc(Br)cnc1NS(=O)(=O)c1cc(Cl)cc(Cl)c1	1.0	1	0.865	0.948
16	N#Cc1cc(S(=O)(=O)Nc2cc(Cl)ccc2Cn2ccnn2)ccc1	1.0	1	0.948	0.957
16	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.83	0.975
16	COCCn1ncc2c1ccc(O)c2NCc1cc(Cl)ccc1	1.0	1	0.907	0.964
16	Cc1c(Cl)c(C(=O)Nc2cccc(O)c2)c2ccccc2n1	1.0	1	0.779	0.98
16	CC(=O)NCc1ccc(C(=O)NC(C)(C)COc2c(C)cccc2)cc1	1.0	1	0.782	0.98
16	CC(=O)Nc1ccc(S(=O)(=O)NCCc2ccc(Cl)cc2)cc1	1.0	1	0.741	0.99
16	Cc1cc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc1	1.0	1	0.974	0.982
16	Cc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.95
16	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(C(N)=O)c1	1.0	1	0.835	0.951
16	CCCC(=O)Nc1ccc(C(=O)Nc2cccc(C(C)C)c2)cc1	1.0	1	0.557	0.991
16	CCC(CC)Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccnc(C)c2)cc1	1.0	1	0.857	0.962
16	O=C(O)c1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.972	0.984
17	O=S(=O)(Nc1cc(C(F)(F)F)ccc1)C1CCC1	1.0	1	0.809	0.978
17	N#CCC1SC(=S)N(C(=O)c2ccccc2)C1=O	1.0	1	0.96	0.812
17	CS(=O)(=O)c1ccc(C(=O)Nc2cc(Cl)ccc2C(=O)c2ccccc2)cc1	1.0	1	0.696	0.987
17	O=C(O)c1cc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)ccc1	1.0	1	0.911	0.971
17	NCC1CCC(NS(=O)(=O)c2ccc(Cl)cc2Cl)C1	1.0	1	0.922	0.892
17	COc1nc(CO)c(C)nc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.89	0.956
17	COc1cccc(N2C(=O)C(O)=C(C(C)=O)C2C2CCCCC2)c1	1.0	1	0.93	0.923
17	O=C(NCCN=Cc1ccccc1F)c1ccccc1	1.0	1	0.802	0.983
17	COc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(NC(C)=O)cc2)cccc1	1.0	1	0.895	0.983
17	Cc1c(OCCCN(C)C)ccc(C(N)=O)c1	1.0	1	0.848	0.988
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(Cl)cc2)cc1	1.0	1	0.903	0.972
17	C=CCN(S(=O)(=O)c1ccc(CN)cc1)C1CCN(C(=O)NC(C)c2ccccc2)CC1	1.0	1	0.663	0.906
17	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(OC(F)(F)F)cc1	1.0	1	0.886	0.973
17	Cc1nccn1Cc1nc(-c2cc(Cl)ccc2)cs1	1.0	1	0.888	0.971
17	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)cccn1	1.0	1	0.938	0.979
17	Cc1nc(NCCNS(=O)(=O)c2ccc(Cl)cc2)c(C)cc1	1.0	1	0.823	0.98
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccccn2)cc1	1.0	1	0.868	0.974
17	COc1ncc(C(=O)O)c(Nc2ccc(Cl)cc2)c1N	1.0	1	0.965	0.969
17	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.929	0.958
17	C#CCOC(=O)c1c(C)nc(C)c(C#N)c1NS(=O)(=O)c1ccc([N+](=O)[O-])cc1	1.0	1	0.895	0.915
17	Cc1ccccc1C(=O)c1cc(Cl)cc2c1NS(=O)(=O)c1ccccc1O2	1.0	1	0.795	0.936
17	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(Cl)cc1	1.0	1	0.999	0.958
17	CNc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1	0.922	0.911
17	CCCc1nc2nc(N)nn2c(O)c1Cc1cccc(C)c1	1.0	1	1.0	0.936
17	O=C(O)c1ccccc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.842	0.986
17	COc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cccc1	1.0	1	0.639	0.959
17	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	1.0	0.929
17	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1ccccc1	1.0	1	0.91	0.963
17	CC1CCN(C(=O)C(CCn2ccnc2)NS(=O)(=O)c2cc(Cl)c(N)c(Cl)c2)CC1	1.0	1	0.906	0.854
17	CC(C)c1nc2nc(N)nn2c(O)c1Cc1ccc(F)cc1	1.0	1	1.0	0.936
17	Cc1ncncc1CN(c1cc(C(=O)c2ccccc2)ccc1)C1CCC(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	0	0.005	0.594
17	CS(=O)(=O)Nc1cc(C(=O)NCc2cccnc2)ccc1Cl	1.0	1	0.708	0.985
17	COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)nn(Cc3cccc(CNC4CCC4)c3)c2ccc1	1.0	1	0.736	0.941
17	O=C(NCCN1CCCC1)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.005	0.968
17	COC1COC(=O)C(C)C(=O)C(C)CSCC(NS(=O)(=O)c2ccc(C)cc2)C1O	1.0	1	0.857	0.212
17	O=S(=O)(NCCCN1CCCC1)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.842	0.978
17	CC(=O)NC1CCN(Cc2ccc3ccccc3c2)CC1	1.0	1	0.916	0.988
17	O=C(O)c1c(Oc2ncccc2NC(=O)c2cccc3ccccc23)cccc1	1.0	1	0.904	0.982
17	O=S(=O)(Nc1cc(Cl)ccc1Cn1cncc1)c1ccccc1	1.0	1	0.95	0.978
17	CCN(Cc1ccccc1C(=O)O)C(=O)C(C)(C)N=C1C(=O)N(c2ccc(C)cc2)N1Cc1ccc(C)cc1	1.0	0	0.005	0.875
17	CC(C)c1nc2nc(N)nn2c(O)c1Cc1ccccc1	1.0	1	1.0	0.943
17	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1ccc(Cl)cc1	1.0	1	0.999	0.932
17	CC(=N)C(=O)c1ccccc1NS(=O)(=O)c1cc(Cl)c(Cl)cc1	1.0	1	0.888	0.97
17	CC(CCC(=O)NCCO)C1CC1	1.0	1	0.716	0.941
17	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1CO1	0.0	0	0.0	0.0
17	O=C(Nc1cc(Cl)cc(Cl)c1)c1cc(Br)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.748	0.98
17	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1	0.937	0.934
17	CCCC(=O)Nc1ccc(C(=O)Nc2cccc(NC)c2)cc1	1.0	1	0.771	0.99
17	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)cccn1	1.0	1	0.938	0.979
17	O=C(O)c1c(Oc2cc(Cl)cc(Cl)c2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	1	0.98	0.973
17	CC(=O)C1=C(O)C(=O)N(c2cccc3ccccc23)C1c1ccc(Cl)cc1	1.0	1	0.992	0.946
17	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C3(C)CCOC(C)(C)C3)cc2)cc1	1.0	1	0.808	0.871
17	COc1ncc(F)nc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.91	0.959
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(S(C)(=O)=O)cc2)cc1	1.0	1	0.856	0.961
17	Nc1nn2c(O)c(Cc3ccccc3)c(C3CCc4ccccc43)nc2n1	1.0	1	0.999	0.839
17	Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	1	0.861	0.982
17	CC(=O)CCOc1nc(Cl)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.908	0.953
17	COc1nc(CO)c(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.854	0.974
17	Cc1nc(C)c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	1	0.929	0.971
17	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Br)c1	1.0	1	0.999	0.931
17	CC(=O)C1=C(O)C(=O)N(c2ccc(Br)cc2F)C1c1ccccc1	1.0	1	0.996	0.939
17	COc1c(C)cccc1NS(=O)(=O)c1cc(Cl)ccc1	1.0	1	0.866	0.985
17	O=C(O)c1c(Oc2c(Cl)cccc2NS(=O)(=O)c2ccc(Cl)s2)cccc1	1.0	1	0.976	0.968
17	O=C(NCCN=C=S)c1ccc(Oc2ccccc2)cc1	1.0	1	0.764	0.978
17	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	1	0.906	0.974
17	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)cccn1	1.0	1	0.938	0.979
17	COc1ccc(NS(=O)(=O)c2ccc(NC(=O)N3CCCCC3)cc2)cc1	1.0	1	0.651	0.987
17	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.908	0.983
17	O=C(O)c1c(F)cccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.947	0.96
17	O=C(NS(=O)(=O)c1ccccc1)N1CCC(N2CCC(Oc3ccc(Cl)cc3)CC2)CC1	1.0	1	0.473	0.966
17	CCCCCSCc1cc(OC)c(NC(=O)NC(=O)c2ccccc2)cc1	1.0	1	0.581	0.981
17	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)ccn1	1.0	1	0.934	0.978
17	O=C(NCCc1c2c(cc3c1CCN3Cc1ccccc1)CCO2)NCCc1ccc(F)cc1	1.0	1	0.587	0.944
17	CC(C)NS(=O)(=O)c1cccc(CNC(=O)c2cccc3c2cnn3-c2ccc(F)cc2)c1	1.0	1	0.6	0.969
17	COc1c(Nc2ncc(Cl)c(O)c2=NCCO)ccc(F)c1	0.0	0	0.0	0.0
17	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)ccc2)C1c1ccc(Cl)cc1	1.0	1	0.999	0.952
17	O=S(=O)(Nc1cc(Cl)c(C(F)(F)F)cc1)C1CCN(Cc2nnnn2Cc2ccccc2)C1	1.0	1	0.647	0.856
17	CCc1nc2nc(N)nn2c(O)c1Cc1ccccc1	1.0	1	0.945	0.949
17	O=S(=O)(Nc1c(Cl)cccc1)(c1ccccc1)	1.0	1	0.862	0.994
17	COc1c(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)cncc1	1.0	1	0.895	0.978
17	O=C(c1c(O)cccc1O)c1ccccc1	1.0	1	0.777	0.989
17	O=C(NCCNC(=O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	0.0	0	0.0	0.0
17	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)ccn2	0.0	0	0.0	0.0
17	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)CN)CC3)c3c2cccc3)cccc1	1.0	1	0.511	0.967
17	COc1c(NS(=O)(=O)c2ccc(Cl)s2)nccc1SCC	1.0	1	0.875	0.937
17	Cc1cc(NS(=O)(=O)c2ccc(Cl)s2)ccc1	1.0	1	0.9	0.985
17	CC(C)c1c[n+]2ccccc2c2ccccc12	1.0	1	0.801	0.948
17	Nc1cnc(C(=O)c2ccccc2)c(N)c1	1.0	1	0.773	0.977
17	CCCc1nc2nc(N)nn2c(O)c1Cc1cccc(C)c1	1.0	1	1.0	0.936
17	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(-c2cocn2)cc1	1.0	1	0.916	0.959
17	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2C(F)(F)F)cccc1	1.0	1	0.894	0.971
