Epoch	SMILES	Valid	Desired	ROCS	SA
8	CCCCNC(=O)C1CCN(Cc2cccc(NC(=O)c3ncco3)c2)CC1	1.0	1	0.542	0.969
9	CCCCN(Cc1ccccc1)S(=O)(=O)c1ccc2ncccc2c1	1.0	1	0.528	0.983
9	CCOC(=O)CC1(C)CN(C)CC(C)=N1	1.0	1	0.377	0.632
9	COC(=O)C=Cc1ccccc1[N+](=O)[O-]	1.0	1	0.387	0.983
9	C=CCc1cccc2ccccc12	1.0	0	0.344	0.99
9	CCCCCCCCCCCCCCCCCCOCC(COC(C)=O)NC(C)=O	1.0	0	0.28	0.918
9	CCCCCOc1ccccc1C(=O)NCCCCN1CCC(c2ccccc2)CC1	1.0	1	0.427	0.981
9	O=C(c1ncccc1F)C1CCN(C2CCNCC2)CC1	1.0	1	0.524	0.952
9	COc1c2c(c(O)c3ncccc13)C(=O)OC2=O	1.0	1	0.443	0.932
9	O=C(O)c1ccccc1	1.0	0	0.281	0.997
9	COc1ccccc1CNC(=O)CCCCCNS(=O)(=O)c1ccccc1	1.0	1	0.437	0.986
9	O=C(O)c1ccccc1OCc1ccccc1	1.0	1	0.417	0.995
9	O=C(NCCNCCc1ccccc1)c1ccccc1	1.0	1	0.368	0.993
9	CCCCCCCCCCCCCCOC(=O)COc1ccccc1C	1.0	0	0.346	0.985
9	COCCOc1ccccc1Cl	1.0	0	0.311	0.993
9	CCCCCCc1nc2nc(N)nn2c(O)c1O	1.0	1	0.595	0.905
9	O=C(c1ccccc1-c1ccccc1)c1ccccc1O	1.0	1	0.517	0.992
9	O=C(NCCCc1ccccc1)c1ccccc1	1.0	1	0.419	0.996
9	CCCCOc1ccc(-c2ccc(C(=O)c3ccccc3)cc2)cc1	1.0	1	0.492	0.992
9	CCCn1c(=O)c2cc(Cl)ccc2c2cccc(c2)OCCOC	0.0	0	0.0	0.0
9	O=C(O)c1ccccc1COc1ccccc1	1.0	0	0.0	0.994
9	CC(C)=Cc1ccc(O)c2ncccc12	1.0	1	0.433	0.967
9	COc1cnccc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1	0.399	0.969
9	Cc1ccccc1NC(=O)c1ccccn1	1.0	1	0.525	0.994
9	O=C(CCCc1ccccc1)Oc1ccccc1	1.0	1	0.454	0.994
9	CCC(C)(C)C1C(=O)c2ccc(O)cc2C1=O	1.0	1	0.454	0.83
9	O=C(O)C(=O)c1cccn1Cc1ccccc1	1.0	1	0.475	0.982
9	COC(=O)CSc1nc(-c2ccccc2)c(-c2ccccc2)o1	1.0	1	0.493	0.981
9	CCOc1ccccc1NS(=O)(=O)c1ccccc1[N+](=O)[O-]	1.0	1	0.599	0.986
9	CCc1ccccc1C(O)(CC)CC	1.0	1	0.532	0.966
9	COc1cccc2c1c(NS(=O)(=O)c1ccccc1)n[s+]1ccccc12	0.0	0	0.0	0.0
9	O=C(O)C(CCCCCCCc1ccccc1)S	1.0	0	0.332	0.959
9	CCOc1nc2ccccc2n1CC	1.0	0	0.0	0.982
9	CC(=O)OCC(=O)Nc1ccccn1	1.0	0	0.304	0.989
9	Cn1ncc2cc(F)c(C(=O)Nc3ccccc3C(=O)c3ccncc3)cc21	1.0	1	0.431	0.966
9	Cc1ccccc1C(=O)NNC(=O)c1ccccc1F	1.0	1	0.376	0.991
9	O=C(O)CCN1C(=O)c2ccccc2C1=O	1.0	1	0.552	0.99
9	COc1ccccc1C(C)NC(=O)c1ccc2ccccc2c1	1.0	1	0.446	0.978
9	O=C(NCc1ccccc1)C1c2ccccc2Oc2ccccc21)O	0.0	0	0.0	0.0
9	O=C(NCCNCCCCN1CCCCCC1)c1ccccc1	1.0	1	0.446	0.987
9	CCC(=O)Nc1cccc(C(=O)C=Cc2ccccc2)c1	1.0	1	0.518	0.989
9	CCCc1cccc2[nH]c(O)c(NS(=O)(=O)c3ccccc3)c12	1.0	0	0.0	0.965
9	O=C(c1ncc[nH]1)c1ccccc1	1.0	0	0.315	0.981
9	CCCC1CCN(C(=O)C(Cc2cccc(C)c2)c2cccc(C#N)c2)CC1	1.0	1	0.454	0.927
9	O=C1c2ccccc2C2CCCCN12	1.0	1	0.483	0.965
9	CNC(=O)Nc1cccc(COc2ccccc2)c1	1.0	1	0.447	0.992
9	CCC(=O)N1C2CCC1CN(C(=O)c1ccccc1N1CCCCCC1)C2	1.0	1	0.494	0.656
9	O=C(c1ccccc1Cl)c1ccccc1	1.0	1	0.412	0.995
9	CCOC(=O)CSc1nc(C)ccc1C(=O)c1ccccc1	1.0	1	0.41	0.98
9	COc1ccccc1-c1ccccc1N	1.0	1	0.584	0.993
9	CCOC(=O)c1ccccc1	1.0	1	0.452	0.997
9	COc1ccc2[nH]c(C)c(CCc3cc(C)cc(N)n3)c2c1	1.0	1	0.549	0.962
9	CCCCCCCCCCCCCCCCNC(=O)Oc1ccccc1Cl	1.0	1	0.427	0.982
9	CCOC(=O)CCCCONCC(C)C	1.0	0	0.322	0.964
9	CCOC(=O)c1ccc2c(c1)N(Cc1ccc(F)cc1)C(=O)c1ccccc1S2	1.0	1	0.494	0.977
9	O=C(NCCNCCN)c1ccccc1	1.0	0	0.321	0.99
9	COc1ncccc1N1CC(C(=O)O)CC1=O	1.0	0	0.286	0.933
9	O=C(O)c1ccccc1Oc1cc(F)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.659	0.982
9	Cc1ccccc1CC(NC(=O)C1CCCN2C(=O)CCCCCCCCC21)C(=O)O	1.0	1	0.366	0.665
9	CCCCc1ccc2c(c1)[nH]c(=O)n2C	1.0	1	0.496	0.977
9	O=C(O)CCCCCCC=C(c1ccccc1)c1ccccc1	1.0	1	0.534	0.986
10	CCCCCN(C(=O)c1ccco1)Cn1ccc2ccccc21	1.0	1	0.477	0.962
10	Cc1ccc(F)cc1NS(=O)(=O)c1ccccc1	1.0	1	0.478	0.992
10	Cc1ccccc1C(=O)Nc1ccccc1Cc1ccccc1	1.0	1	0.545	0.993
10	COc1ccccc1CNC(=O)C(C)(C)NS(=O)(=O)c1ccccc1	1.0	1	0.456	0.981
10	CCCCCNCC1Oc2ccccc2C1=O	1.0	1	0.465	0.931
10	CCOC(=O)N1C2CNCC1C2	1.0	1	0.406	0.465
10	O=C(O)c1ccccc1	1.0	0	0.281	0.997
10	CCCc1ccccc1OCCOc1ccccc1C(C)C)c1	0.0	0	0.0	0.0
10	Cc1ccccc1NC(=O)c1ccco1	1.0	0	0.0	0.993
10	COCC(C)n1cnc(C#N)c1Oc1ccc(Cl)cc1OC(C)C	1.0	1	0.427	0.811
10	CCCCc1ccc(CN2C(=O)CNC2=S)cc1	1.0	1	0.526	0.974
10	COc1nc(Br)ccc1NS(=O)(=O)c1ccccc1F	1.0	1	0.425	0.972
10	O=C(CCCl)c1ccccc1O	1.0	1	0.551	0.984
10	c1ccc(CNc2nc(NCc3ccccc3F)c3ccccc3c2)cn1	1.0	1	0.352	0.976
10	O=C1c2ccccc2C(=O)C(Cc2ccccc2)C(=O)O1	1.0	1	0.518	0.936
10	Cc1ccccc1C(=O)Nc1ccccc1N1CCCCCCOCOCCOCCOCCOCCOCCOCC[O-]CCCC1	0.0	0	0.0	0.0
10	O=C(NCCNCCCO)c1ccccc1	1.0	1	0.558	0.991
10	CCCCCCN(CCC)CCC	1.0	0	0.0	0.986
10	COc1ccccc1OCC(=O)NCCCN(C)C	1.0	1	0.366	0.99
10	O=C(c1cccnc1)c1ccccc1O	1.0	0	0.248	0.989
10	COc1ccccc1C1c2c(C(C)C)n[nH]c2OCCN1	1.0	1	0.406	0.777
10	O=C(O)c1ccccc1Oc1ccc(Cl)cc1F	1.0	1	0.489	0.99
10	Oc1cc(CSCc2ccccc2)nc(-c2ccc(C(F)(F)F)cc2)nc1)CCCCF	0.0	0	0.0	0.0
10	O=C(Nc1ccccc1)c1ccccc1Cc1ccccc1	1.0	1	0.493	0.994
10	CCCCCCCCCCC(C)(C)C(=O)Nc1c(C)ccc(C)c1	1.0	1	0.463	0.98
10	COc1ccc2cc(C3(O)CCNCC3O)ccc2cc1	0.0	0	0.0	0.0
10	CCCCCCc1nc2nc(N)nn2c(O)c1Cc1ccccc1	1.0	0	0.0	0.949
10	COc1ccccc1CCNCCCNCCc1ccccc1O	1.0	1	0.535	0.981
10	O=C(c1ccccc1)c1ccccc1O	1.0	1	0.366	0.994
10	O=C(c1ccccn1)c1ccccc1	1.0	0	0.0	0.993
10	CCOC(=O)NC1CCC(CCN2CCC(O)(c3ccccc3)CC2)CC1	1.0	1	0.789	0.965
10	CCN(C(C)=O)C1CCC(N2CC(C)CC2C)CC1	1.0	0	0.304	0.79
10	O=COCCOc1ccc(Cn2ncc(Cl)c(Cl)c2=O)cc1	1.0	1	0.487	0.962
10	CCOc1ccc(CNCCCN2C(=O)c3ccccc3C2=O)cc1	1.0	1	0.442	0.987
10	Cc1cccc(C)c1NC(=O)N1CC(C)OC(C)C1	1.0	1	0.446	0.922
10	O=C(NCCNC(=O)c1ccccn1)c1ccccc1	1.0	1	0.459	0.991
10	O=C1c2ccccc2C(=O)c2c1ccc(Cl)c12	0.0	0	0.0	0.0
10	CCCCCNCCN	1.0	1	0.467	0.984
10	COc1ccccc1NC(=O)CSc1cnnn1N	1.0	1	0.477	0.952
10	COc1ccccc1NC(=O)C(=O)N(C)CC1=CCCCC1	1.0	1	0.513	0.964
10	CCOCC1Cc2ccccc2CN1C	1.0	1	0.468	0.923
10	CCCn1nnnc1CCN	1.0	0	0.0	0.953
10	Oc1ccc(COc2ccc3ccccc3c2)cc1	1.0	0	0.217	0.993
10	CC(C)c1ccccc1N1CC(C)CC(C)C1	1.0	1	0.469	0.929
10	O=C(CCc1ccccc1)c1ccccc1	1.0	1	0.442	0.996
10	CCCCCCCCCCCCC(O)CC(P(C)(=O)O)C(=O)O	1.0	1	0.431	0.732
10	O=C(Nc1ccccc1)C1CC2CC1C2	1.0	1	0.351	0.882
10	CCNC(=O)Nc1ccccc1CC	1.0	1	0.491	0.992
10	COc1ccccc1NC(=O)CSc1n[nH]c(C)n1	1.0	1	0.433	0.982
10	CC(=O)CC(C)(C)CCBr	1.0	1	0.46	0.894
10	Oc1cccc(-c2nccnc2OC2CCNCC2)c1	1.0	0	0.334	0.956
10	CCCCCCC=CCCCCCCCCC(=O)c1ncco1	1.0	1	0.496	0.95
10	COc1cccc2ccc(-c3ccccc3)cc12	1.0	0	0.333	0.994
10	O=C(CN1CCNCC1c1ccccc1)c1ccccc1	1.0	1	0.503	0.963
10	O=C(NS(=O)(=O)c1ccccc1)c1ccccc1	1.0	0	0.239	0.994
10	CCCCc1ccc(-c2cc(-c3cccc(C(=O)O)c3)nn2CC)cc1	1.0	1	0.496	0.98
10	CCCCNCCCCc1ccccc1	1.0	0	0.346	0.993
10	CCNCc1cccc2c1CCCCN2	1.0	1	0.484	0.967
10	CCOC(=O)NC(=O)c1ccccc1	1.0	1	0.532	0.993
10	Ic1cc(C2COCCN2)ccc1	1.0	1	0.484	0.867
11	CCCCCOc1ccccc1N1C(=O)CCC1=O	1.0	1	0.433	0.984
11	COc1cc2c(cc1NS(=O)(=O)c1cccc(Cl)c1Cl)ncc2C(O)O	0.0	0	0.0	0.0
11	CCCCOC(=O)C(=O)C(=C(F)(F)C(F)(F)F)c1ccccc1	0.0	0	0.0	0.0
11	CCCCCCC(C)(C)c1ccc(O)cc1	1.0	0	0.0	0.985
11	COc1ccccc1-c1ccnc2nc(N3CCC(N(C)C)C3)[nH]c12	1.0	0	0.0	0.882
11	CCCCCCCCC(=O)O	1.0	1	0.398	0.993
11	Cc1ccccc1C(=O)NN1CCOc2ccc(N3CCOCC3)cc21	1.0	1	0.516	0.961
11	CC(=O)C=Cc1ccc(C2C(C)CCCN2C)cc1	1.0	0	0.283	0.869
11	O=c1c2ccccc2cccc1Cc1ccccc1	1.0	1	0.448	0.991
11	Cc1ncccc1N1C(=O)c2c(Cl)ccc(NS(=O)(=O)c3ccc(C(C)(C)C)cc3)c2C1=O	1.0	1	0.456	0.943
11	Oc1ccccc1OCc1ccccc1	1.0	1	0.54	0.995
11	O=C(O)CCCC(=O)NC(=CP(=O)(O)O)C(=O)O	1.0	1	0.547	0.904
11	COc1nn(CC(=O)O)c2ncncc12	1.0	1	0.43	0.949
11	CCOCCOc1nc(Cl)cnc1NS(=O)(=O)c1ccccc1	1.0	1	0.364	0.965
11	CCOC(=O)c1ccccc1NC(=O)CCNCC	1.0	1	0.466	0.989
11	CCCCCNCCC(=O)c1ccccc1	1.0	1	0.529	0.991
11	Cc1ccccc1Oc1ccccc1NCCO	1.0	1	0.39	0.989
11	Cc1ccccc1Cc1c2c(nn1C)CCc1c-2cnnc1N	1.0	1	0.35	0.878
11	O=C(O)c1ccccc1Oc1ccccc1	1.0	1	0.451	0.995
11	CCn1cc(C2Nc3ccccc3N2C)cn1	1.0	1	0.569	0.871
11	Cc1ccc(CNc2ccccc2C(O)c2ccccc2)cc1	1.0	1	0.45	0.974
11	O=C(NN=Cc1cccn1Cc1ccccc1)c1ccccc1	1.0	1	0.496	0.984
11	NC(=NO)c1ccccc1P(=O)(O)O	1.0	1	0.513	0.923
11	COC(=O)C1=C(C)N(C)C(=O)C1C	1.0	1	0.446	0.87
11	Oc1ccccc1O	1.0	0	0.324	0.993
11	O=C(O)CCCCCc1ccccc1	1.0	1	0.374	0.995
11	O=C(O)CCCCCCn1ccncc1	0.0	0	0.0	0.0
11	O=C(NCCNCCCCN1CCOCC1)c1ccccc1	1.0	0	0.294	0.986
11	COc1ccccc1CCN	1.0	1	0.38	0.993
11	CCCCN=C1	0.0	0	0.0	0.0
11	CC(C)CC(=O)NCCc1ccccc1	1.0	0	0.0	0.993
11	COCCCCOc1ccccc1	1.0	0	0.315	0.995
11	CCCN(C)c1ccccc1	1.0	0	0.313	0.992
11	Cc1ccccc1C(=O)Nc1ccccc1C(N)=O	1.0	0	0.0	0.993
11	O=C(c1ccccc1-c1ccccc1)c1ccccc1	1.0	1	0.356	0.994
11	COc1ccccc1Cn1c(=O)ccc2cc(S(=O)(=O)Nc3ccccc3)ccc21	1.0	1	0.369	0.98
11	O=C(CC1CSc2ccccc21)NO	1.0	0	0.297	0.871
11	O=C(O)c1ccccc1	1.0	1	0.469	0.997
11	COc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.519	0.95
11	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1ccccc1	1.0	1	0.532	0.965
11	O=C(C=Cc1ccccc1)NCc1ccccc1	1.0	1	0.367	0.993
11	COCCn1c(=O)cnc2cnc(Nc3ccc(C)cc3)nc21	1.0	0	0.281	0.969
11	CCCCNCCC(=O)C(F)(F)F	1.0	1	0.536	0.961
11	COc1ccccc1C(=O)CCCCN1C(C)(C)CCCC1=O	1.0	1	0.544	0.966
11	Cc1ccccc1NS(=O)(=O)c1ccccc1	1.0	1	0.402	0.994
11	O=C(NCCN1CCCCC1)c1ccccc1F	1.0	1	0.54	0.991
11	COc1ccc2c(c1)cc(C)c1nnnn12	1.0	0	0.279	0.967
11	CCOC(=O)c1ccc(NC(O)c2cccnc2)cc1	1.0	1	0.457	0.949
11	CN(C)CCOc1ccccc1F	1.0	1	0.481	0.991
11	COCc1cccc(C#CC2(O)CCCCC2)n1	1.0	1	0.437	0.923
11	CC(C)C(=O)Nc1ccccc1CCN	1.0	1	0.499	0.988
11	COc1ccccc1CNC(=O)c1ccccc1Oc1ccccc1	1.0	1	0.461	0.991
11	O=C(O)CCSc1nc2sccc2cc1-c1ccccc1	1.0	0	0.321	0.961
11	Oc1cc(Cc2ccccc2)nc2nc(C3CCCCC3)ncc12	1.0	1	0.418	0.95
11	CCNC(=O)COCC(C)C	1.0	0	0.336	0.981
11	O=C(NO)C1CC(O)C(O)C1	1.0	1	0.53	0.724
11	CCCCc1ccc(C(=O)Nc2ccccc2)cc1	1.0	1	0.505	0.995
11	CCOC(=O)CNC(=O)c1ccccc1[N+](=O)[O-]	1.0	1	0.53	0.988
11	COc1ccc2ccccc2c1CNO	1.0	0	0.25	0.982
11	COc1ccccc1NC(=O)COc1ccc(Cl)cc1F	1.0	0	0.315	0.991
12	CCCCCOC(=O)NC(C)C(O)C(=O)Nc1ccc2ccccc2c1	1.0	1	0.403	0.906
12	COc1ccccc1OCCOc1ccccc1C	1.0	1	0.505	0.993
12	CCC(NCC(C)C)C1CC2CCC(O)C2C2CCN(C)C12	1.0	1	0.431	0.202
12	COc1ccc(N2C(=O)c3c(Cl)cccc3C2=O)cc1	1.0	1	0.57	0.987
12	CCNc1ncccc1C1N2CC(C)CCC21	1.0	1	0.522	0.569
12	CCCCCCNCCc1ccccc1	1.0	0	0.322	0.993
12	O=C(O)c1ccccc1OCc1ccccc1	1.0	1	0.417	0.995
12	O=C(c1ccccc1)c1ccccc1C(F)(F)F	1.0	1	0.482	0.991
12	O=C(Nc1cccc2ccccc12)c1ccccc1	1.0	1	0.488	0.995
12	O=C(COC(=O)c1ccccc1)c1ccccc1	1.0	1	0.457	0.995
12	Nc1ccccc1-c1ccccc1	1.0	1	0.417	0.995
12	CNCCc1ccccc1	1.0	0	0.283	0.995
12	O=C(Nc1ccccc1O)C1CCCCC1	1.0	1	0.406	0.991
12	CCc1ccccc1Oc1ccc(C#N)cc1	1.0	1	0.503	0.99
12	O=C(NCCCCN1CCCCCC1)c1ccccc1	1.0	1	0.402	0.992
12	O=C(O)c1ccccc1	1.0	0	0.281	0.997
12	CCc1ccccc1OC(C)C(=O)Nc1ccc2c(c1)CCN2C	1.0	1	0.48	0.955
12	OCCC(O)CC(O)CO	1.0	0	0.292	0.801
12	O=C(c1ccco1)c1cccc2ccccc12	1.0	1	0.504	0.989
12	COc1ccccc1CCNCc1ccccc1	1.0	1	0.402	0.994
12	COc1ccc2ccccc2c1	1.0	0	0.316	0.996
12	COc1ccccc1C(=O)Nc1ccccc1N1c2ccccc2CCc2ccccc21	1.0	1	0.516	0.98
12	CCCCCCCCCCCCCCCNS(=O)(=O)c1ccccc1	1.0	0	0.327	0.987
12	CCOC(=O)CCCn1ccccc1=O	1.0	1	0.365	0.984
12	O=C(Nc1ccc(Oc2ccccc2)cc1)c1ccccc1	1.0	1	0.457	0.995
12	O=C(O)c1ccccc1OCC1CO1	1.0	1	0.355	0.971
12	O=C(O)c1ccccc1Oc1ccccc1	1.0	1	0.45	0.995
12	COc1ccc2c(c1)c(C=C1OC(C)C(C(C)O)(C)CC1=O)cn2Cc1ccccc1	1.0	1	0.513	0.616
12	COc1ccccc1NC(=O)CN(c1ccccc1)C(C)C)c1ccccc1	0.0	0	0.0	0.0
12	O=c1ccccc1O	0.0	0	0.0	0.0
12	C#Cc1ccccc1CNC(=O)c1ccccc1	1.0	0	0.0	0.988
12	COc1ccccc1NS(=O)(=O)c1ccccc1	1.0	0	0.0	0.994
12	Nc1ccccc1[N+](=O)[O-]	1.0	1	0.478	0.988
12	CCCC=S(O)(O)=C(P(=O)(O)O)P(=O)(O)O	1.0	1	0.481	0.422
12	COCCCNC(=O)c1cccc[n+]1CC	1.0	0	0.28	0.942
12	O=C(O)c1ccccc1Oc1ccccc1	1.0	0	0.335	0.995
12	CCCCCCCC(=O)O	1.0	1	0.395	0.994
12	CC(C)c1nc(-c2ccccc2)ccc1O	1.0	1	0.45	0.983
12	O=C(O)CCCCCCc1ccccc1	1.0	0	0.269	0.994
12	Cc1ncccc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1	0.434	0.985
12	CCCCc1ccc2c(c1OC)C(=O)c1c(O)cccc1O2	1.0	1	0.36	0.962
12	COCc1cc2ccccc2cn1	1.0	1	0.472	0.984
12	CC1CN(C2CCc3ccccc3C2C(=O)NC(C(=O)c2ccccc2)Cc2ccccc2)CCO1	1.0	1	0.515	0.685
12	CCCc1cccc(-c2cc(O)nc(N)n2)c1	1.0	1	0.386	0.973
12	Nc1ccccc1	1.0	1	0.502	0.996
12	COCc1ncccc1CCc1ccncc1	1.0	1	0.437	0.975
12	COc1ccccc1NC(=O)N1CCCCCC1	1.0	0	0.242	0.992
12	Cc1ccccc1C(=O)Nc1ccc(C(=O)Nc2ccccc2)c2ccccc12	1.0	1	0.467	0.989
12	COc1ccc2nccc(C)c2n1	1.0	1	0.429	0.979
12	O=C(NCCCc1ccccc1)c1ccccc1	1.0	1	0.488	0.996
12	COc1ccccc1-c1cccc(-c2c(O)sc3ccccc23)c1	1.0	0	0.348	0.978
12	CCCCCCC=CCCCCCCCCCCC(=O)c1ncc(CC)o1	1.0	1	0.419	0.941
12	CCOc1ccccc1OC(c1ccccc1)C1CCN(C2CCCC2)CC1	1.0	1	0.491	0.94
12	COc1ccccc1NC(=O)N1CCC(N2CCC(Cc3ccc(F)cc3)CC2)CC1	1.0	1	0.37	0.976
12	CCCC1=NN2C(=O)CC(=COC(=O)c3ccncc3)N=C2N1[N+](C)C	1.0	1	0.515	0.51
12	O=C(O)c1ccccc1	1.0	1	0.443	0.997
12	OCCNCCCOc1ccccc1	1.0	0	0.0	0.991
12	O=C(COc1ccccc1-c1ccccc1)c1ccccc1	1.0	0	0.281	0.993
12	O=C(c1ccccc1)c1ccccc1	1.0	1	0.384	0.997
12	O=P(O)(O)O	1.0	1	0.53	0.942
13	CCc1ccccc1OCCNCCCCCCCCCNCCC	1.0	0	0.289	0.98
13	COc1nc(Cl)cnc1NS(=O)(=O)c1cccc(C2CCOCC2)c1	1.0	1	0.51	0.944
13	Oc1ccccc1OCc1ccccc1	1.0	1	0.43	0.995
13	O=C(NCCNCCCCNCCO)c1ccccc1	1.0	0	0.309	0.985
13	O=C(c1ccccc1)c1ccccc1	1.0	1	0.427	0.997
13	O=C(Nc1cccc(CN2CCOCC2)c1)NO	1.0	1	0.471	0.982
13	O=C(O)c1ccccc1COc1ccccc1	1.0	1	0.433	0.994
13	Cc1ccccc1OCc1ccccc1	1.0	1	0.427	0.996
13	COc1ccccc1NS(=O)(=O)c1cccc(N=C(N)N)cc1	0.0	0	0.0	0.0
13	COCc1nc(-c2ccccc2)no1	1.0	0	0.0	0.988
13	COc1ccccc1N1C(=O)c2ccccc2NS1(=O)=O	1.0	1	0.461	0.958
13	CC(C)c1ncccc1C1CNCCO1	1.0	1	0.541	0.852
13	O=C(NCc1ccccc1)c1ccccc1	1.0	1	0.433	0.997
13	O=C(O)CCC=CCOC1C(=O)Nc2cccc(Cl)c21	1.0	1	0.461	0.805
13	CCCCc1ccc(NCc2ccncc2)cc1	1.0	1	0.376	0.99
13	O=C(O)C(=O)CCCCc1ccccc1	1.0	1	0.425	0.99
13	CCCCCC(CCC)c1cccc(C(=O)c2ccccc2)c1	1.0	1	0.4	0.964
13	Nc1ccccc1NC(=O)c1ccccc1C(=O)c1ccccc1	1.0	1	0.452	0.991
13	COc1ccccc1C(=O)NCc1ccccc1)c1ccccc1	0.0	0	0.0	0.0
13	O=C(c1ccncc1)c1ccccc1Cl	1.0	1	0.532	0.991
13	CCCC(=O)Nc1cccc2cccnc12	1.0	0	0.0	0.99
13	CCCCCCCCC=CCCCCCCCCCCC(=O)NCc1ccccc1C	1.0	1	0.466	0.973
13	COc1ccccc1NC(=O)COC(=O)c1ccc(Cl)cc1Cl	1.0	1	0.385	0.99
13	COc1ncccc1C(=O)c1ccc(Cl)cc1	1.0	0	0.333	0.989
13	COc1ccccc1NC(=O)Cc1ccccc1Br	1.0	1	0.424	0.992
13	COc1ccccc1C1c2c(C(C)(C)C)[nH]c3ccccc2N3C1=O	1.0	1	0.519	0.196
13	O=C(O)c1ccccc1OCCc1ccccc1	1.0	1	0.498	0.994
13	Oc1ccc(F)cc1	1.0	1	0.589	0.995
13	Cc1ccccc1N1C(=O)c2ccccc2C1=O	1.0	1	0.444	0.992
13	COc1ccccc1OCC(=O)Nc1ccccc1N1CCOCC1	1.0	0	0.256	0.988
13	Nc1ccccc1Nc1ccccc1	1.0	1	0.562	0.994
13	O=C(Nc1ccccc1)c1ccccc1	1.0	1	0.464	0.997
13	CCOC(=O)CC(C)=[SH](O)(O)N=CCc1ccccc1	1.0	1	0.449	0.749
13	COc1ccccc1Cc1cccc(C(=O)CCC(=O)O)c1	1.0	1	0.427	0.988
13	N#Cc1cccc(C(=O)Nc2nnc(-c3ccccc3)s2)c1	1.0	0	0.0	0.984
13	O=C(c1ccccc1)c1ccccc1	1.0	1	0.445	0.997
13	COc1ccccc1OCc1ccccc1C(=O)O	1.0	1	0.434	0.993
13	COc1ccccc1OCc1ccccc1	1.0	1	0.427	0.996
13	Cc1ccccc1NC(=O)c1ccccc1	1.0	1	0.462	0.997
13	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1ccccc1	1.0	1	0.456	0.965
13	Cc1ccccc1Oc1ccccc1N	1.0	1	0.429	0.992
13	Cc1ncccc1Oc1ccccc1	1.0	1	0.544	0.992
13	O=C(CN(Cc1ccccc1)C1CCCCC1)c1ccccc1	1.0	1	0.462	0.988
13	CCC(C)c1ccccc1	1.0	1	0.46	0.989
13	O=C(c1cccnc1)c1ccccc1	1.0	1	0.493	0.993
13	Oc1ccccc1[N+](=O)[O-]	1.0	0	0.294	0.989
13	CCc1ccccc1N1C(=O)c2ccccc2C1=O	1.0	1	0.482	0.99
13	Cc1ccccc1C(=O)c1ccccc1	1.0	0	0.279	0.995
13	COc1ccc(CCNC(=O)c2ccc(COc3ccccc3)cc2)cc1	1.0	1	0.58	0.992
13	O=C(c1ccc2[nH]ccc2c1)c1ncccc1F	1.0	1	0.453	0.968
13	CCc1nc2ccc(C(=O)Nc3ccccc3C)cc2[nH]1)n1cccc1C	0.0	0	0.0	0.0
13	O=C(Nc1cccc2ccccc12)c1ccccc1	1.0	1	0.433	0.995
13	CCCC(=O)N1CCC(NS(=O)(=O)c2cccc3ccccc23)CC1	1.0	1	0.576	0.981
13	Cc1cccc(CN2C(=O)C=CCC2C)c1	1.0	0	0.0	0.895
13	COc1ccccc1NC(=O)COC(=O)c1ccc[n+](C)c1	1.0	1	0.488	0.978
13	CCCCCCCCc1ccccc1N	1.0	1	0.461	0.991
13	CCOC(=O)c1c(N=CC(C#N)C(=O)c2ccccc2)cccc1CN	1.0	1	0.49	0.831
13	CNc1ccccc1[N+](=O)[O-]	1.0	1	0.43	0.989
13	COCCNC(=O)c1ccc2nc(-c3ccccc3)ccc2c1	1.0	0	0.335	0.989
13	COc1ccccc1NC(=O)C1=C(C)NCCCN1C	1.0	1	0.542	0.965
14	O=c1ccccc1Oc1ccccc1	0.0	0	0.0	0.0
14	COc1ccc(Cl)cc1N1C(=O)c2ccccc2C1=O	1.0	0	0.0	0.989
14	O=C(CN1CCN(Cc2ccccc2)CC1)NO	1.0	1	0.582	0.99
14	COc1ccccc1OC(c1ccccc1)C1CCCNC1	1.0	1	0.526	0.924
14	O=C(O)c1ccccc1Cc1ccccc1	1.0	1	0.49	0.994
14	CCCNC(=O)c1ccccc1CCc1ccccc1	1.0	1	0.459	0.992
14	COc1ccccc1C(=O)Nc1ccccc1	1.0	1	0.439	0.996
14	COc1ccccc1NC(=O)CCCc1nc(-c2ccccc2)c(CC(C)C)n1	0.0	0	0.0	0.0
14	O=C(NCCCN1CCN(C2CCCCC2)CC1)c1ccccc1	1.0	1	0.472	0.987
14	COc1ccccc1-c1ccncc1Nc1ccccc1	1.0	0	0.0	0.988
14	COc1ccccc1OCc1ccccc1	1.0	1	0.405	0.996
14	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1ccccc1	1.0	1	0.511	0.965
14	CCCCN(CCC)c1ccc(C)c2ccoc12	1.0	1	0.456	0.953
14	O=C(O)CCCC=C(c1ccccc1)c1ccccc1	1.0	1	0.544	0.988
