CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME
CHEMBL7953	2385	CHEMBL7953	2385		11	268.29	3.39	91.55	0	Oc1c(nnc2nc3ccccc3n12)c4ccsc4	878286	Ki	=	5000	nM	5.3	Ki	=	5000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	30744	CHEMBL649775	B	Displacement of [3H]-CGS- 21680 from adenosine A2a receptor of bovine striatal membrane	1	Scientific Literature	Bos taurus		9913	Expert	BAO_0000019	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	8	Homologous protein			16280	CHEMBL1134334	11462973	J. Med. Chem.	2001	44	3	316			
CHEMBL3703585	2036921	CHEMBL3703585	2036921		3	456.74	3.12	121.39	0	OC1CS[C@H]([C@H]1O)n2cnc3c(NCc4cccc(Br)c4)nc(Cl)nc23	16314690	Ki	=	8.99	nM	8.05	Ki	=	8.99	nM	298843			BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1535854	CHEMBL3708029	B	BindingDB_Patents: Binding Assay. CHO cells (ATCC No. CCL-61), in which A1 and A3 adenosine receptors were expressed, were cultured in F-12 media (Gibco, U.S.A.) supplemented with 10% fetal bovine serum (FBS) and penicillin/streptomycin (100 units/ml and 100 Î¼g/ml), at 37Â°C in a 5% CO2 atmosphere. A predetermined amount of suitable hAR-expressed CHO cells was mixed with labeled ligands (1 nM [3H]CCPA and 0.5 nM [125I]AB-MECA) specifically binding to A1 and A3 adenosine receptors in a 50/10/1 buffer in test tubes . The derivatives of the present invention were dissolved at various concentrations in dimethylsulfoxide (DMSO) and diluted in the buffer, taking care that the final concentration of DMSO did not exceed 1%. Incubation for 1 hr in a 370C incubator was followed by rapid filtration in a vacuum using a cell collector (TOMTEC, U.S.A.). Subsequently, the test tubes were washed three times with 3 ml of the buffer before radioactivity was measured using a Î³-counter.	37	BindingDB Database	Homo sapiens		9606	Autocuration	BAO_0000019	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	94845	CHEMBL3638376			2015						
CHEMBL472447	517787	CHEMBL472447	517787		2m1	474.44	5.53	85.59	1	FC(F)(F)c1ccccc1C(=O)Nc2nc(nc3c2nnn3Cc4ccccc4)c5ccccc5	2609773	Activity	=	27	%		Activity	=	27	%			0	BAO_0001103	UO_0000187	http://qudt.org/vocab/unit#Percent	542427	CHEMBL1010664	B	Displacement of [3H]ZM241385 from human recombinant adenosine A2A receptor expressed in CHO cells at 10 uM by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			45980	CHEMBL1152773	19230680	Bioorg. Med. Chem.	2009	17	5	1817	449	CHEMBL3308072	CHO
CHEMBL1170367	648112	CHEMBL1170367	648112		37	373.43	1.84	117.59	0	CCN(C(=O)C)c1ccc(OC)c2nc(NC(=O)c3ccnn3C)sc12	3352020	Ki	=	51	nM	7.29	Ki	=	51	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	639629	CHEMBL1175307	B	Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in CHO-K1 cells after 1 hr by scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	51669	CHEMBL1177799	20541935	Bioorg. Med. Chem. Lett.	2010	20	14	4140	485	CHEMBL3307512	CHO-K1
CHEMBL281805	28691	CHEMBL281805	28691		73	374.4	2.45	126.07	0	Nc1ccc(CCCn2ncc3c2nc(N)n4nc(nc34)c5occc5)cc1	2916534	Ki	=	.22	nM	9.66	Ki	=	.22	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	587703	CHEMBL1037717	B	Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	48395	CHEMBL1154073	19501513	Bioorg. Med. Chem.	2009	17	14	5259	449	CHEMBL3308072	CHO
CHEMBL2113452	1385703	CHEMBL2113452	1385703		8c	435.44	.46	205.39	2	Nc1nc(N=NNC(=O)NC2CCCCC2)nc3c1ncn3[C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O	496839	Ki	=	25	nM	7.6	Ki	=	25	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	31809	CHEMBL642230	B	Binding affinity for human Adenosine A2A receptor using [3H]ZM-241385	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000357	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	17473	CHEMBL1136764	12672250	J. Med. Chem.	2003	46	8	1492			
CHEMBL3752438	2059188	CHEMBL3752438	2059188		33	422.44	3.82	94.82	0	COc1ccc(cc1)c2nc(NC(=O)c3ccncc3)c4nn(cc4n2)c5ccccc5	16443336	Inhibition	=	1	%		INH	=	1	%				BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	1550079	CHEMBL3756025	B	Displacement of [3H]ZM241385 at human A2A receptor expressed in CHO cell membrane at 1 uM after 60 mins by scintillation counting method	1	Scientific Literature	Homo sapiens		9606	Autocuration		252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			97745	CHEMBL3751669	26638043	Eur. J. Med. Chem.	2016	108		117			
CHEMBL392136	402808	CHEMBL392136	402808		16	325.75	3.09	74.28	0	Cc1ccc(cc1)C2=NN3N(C2=O)c4cc(Cl)ccc4N=C3N	1996062	Ki	=	2.3	nM	8.64	Ki	=	2.3	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	450736	CHEMBL901019	B	Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells	1	Scientific Literature	Homo sapiens		9606	Intermediate	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	37136	CHEMBL1137613	17927167	J. Med. Chem.	2007	50	23	5676	449	CHEMBL3308072	CHO
CHEMBL287321	35967	CHEMBL287321	35967		3	277.28	-1.77	130.31	0	Nc1ncnc2c1ncn2[C@H]3[C@H](O)[C@H](O)[C@]4(CO)C[C@H]34	90287	Ki	=	22500	nM	4.65	Ki	=	22500	nM			1	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	31347	CHEMBL641568	B	Displacement of [3H]-CGS- 21680 from A2A receptor in human brain membrane	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	4226	CHEMBL1134070	11392549	Bioorg. Med. Chem. Lett.	2001	11	10	1333			
CHEMBL597354	603857	CHEMBL597354	603857		14m	380.46	3.75	86.68	0	CCN1C(=O)N(Cc2ccccc2)c3nc(Cc4cccs4)n(C)c3C1=O	3114940	Ki	=	758.58	nM	6.12	pKi	=	6.12				0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	611639	CHEMBL1071009	B	Displacement of [3H]ZM241385 from human recombinant adenosine A2A receptor expressed in human HeLa cells by microplate beta scintillation counter	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	49654	CHEMBL1157555	20137957	Bioorg. Med. Chem.	2010	18	5	2001	308	CHEMBL3308376	HeLa
CHEMBL3098225	1608991	CHEMBL3098225	1608991		10	379.46	3.76	80.99	0	COC[C@H]1CCCN1c2cc(Nc3ccccn3)nc(n2)n4nc(C)cc4C	13863106	Ki	=	45	nM	7.35	Ki	=	45	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1281844	CHEMBL3100864	B	Displacement of [3H]-ZM241385 from human adenosine A2A receptor expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	76416	CHEMBL3098080	24332624	Bioorg. Med. Chem. Lett.	2014	24	1	152			
CHEMBL220889	370569	CHEMBL220889	370569		9	377.4	1.23	134.78	0	CCCCC#Cc1nc(NOC)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1	1822838	Ki	=	267	nM	6.57	Ki	=	267	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	428387	CHEMBL917987	B	Displacement of [3H]NECA from human recombinant adenosine A2A receptor expressed in CHO cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	35175	CHEMBL1142938	17309246	J. Med. Chem.	2007	50	6	1222	449	CHEMBL3308072	CHO
CHEMBL332091	197622	CHEMBL332091	197622		4	375.34	1.26	128.06	0	Cn1cc2c(nc(NC(=O)Nc3ccncc3)n4nc(nc24)c5occc5)n1	1686830	Ki	=	65	nM	7.19	Ki	=	65	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	337184	CHEMBL862544	B	Displacement of [3H]ZM-241385 from human adenosine A2A receptor expressed in HEK293 cells	1	Scientific Literature	Homo sapiens		9606	Expert	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	30783	CHEMBL1138189	16509587	J. Med. Chem.	2006	49	5	1720	722	CHEMBL3307715	HEK293
CHEMBL1935769	1273251	CHEMBL1935769	1273251		37	325.33	1.66	86.51	0	Cn1ncc2nc(N3CCOCC3)n4nc(nc4c12)c5occc5	7985944	Inhibition	=	4	%		INH	=	4	%			0	BAO_0000201	UO_0000187	http://qudt.org/vocab/unit#Percent	794934	CHEMBL1936213	B	Displacement of [3H]-ZM 241385 from human adenosine A2A receptor expressed in CHO cells at 1 uM after 60 mins by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			60714	CHEMBL1932966	22204739	Bioorg. Med. Chem.	2012	20	2	1046	449	CHEMBL3308072	CHO
CHEMBL3121724	1621048	CHEMBL3121724	1621048		21, RB-395	369.42	2.2	81.77	0	CN1C(=O)N(C)c2nc([nH]c2C1=O)c3ccc(OCCN4CCCC4)cc3	13934278	Ki	=	.2	nM	9.7	Ki	=	.2	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1292708	CHEMBL3123575	B	Displacement of [3H]-NECA from human recombinant adenosine A2A receptor expressed in CHO cell membranes after 3 hrs by microbeta counting analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	77037	CHEMBL3120062	24556147	Eur. J. Med. Chem.	2014	75		327			
CHEMBL3314913	1781638	CHEMBL3314913	1781638		49	329.35	2.74	94.55	0	CCOC(=O)c1cnc(NCC(C)C)n2nc(nc12)c3occc3	15054602	Ki	=	44.4	nM	7.35	Ki	=	44.4	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1452896	CHEMBL3366212	B	Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	90364	CHEMBL3351655	24972108	J. Med. Chem.	2014	57	14	6210			
CHEMBL3407529	1837100	CHEMBL3407529	1837100		68	395.45	3.67	99	0	CCOC(=O)c1nc(NC(=O)Cc2ccccc2)nc3nn(CC(C)(C)C)cc13	15191406	Ki	=	5700	nM	5.24	Ki	=	5.7	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	1467363	CHEMBL3411600	B	Displacement of [3H]NECA from human adenosine A2A receptor expressed in CHO cells by Top Count analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	91396	CHEMBL3407439	25633494	Eur. J. Med. Chem.	2015	92		784			
CHEMBL1096891	624194	CHEMBL1096891	624194		10	742.87	1.75	199.1	3	CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(NCC(c4ccccc4)c5ccccc5)nc(nc23)C(=O)NCCN(C)C(=O)NCCN6CCCCC6	3269685	IC50	=	305	nM	6.52	IC50	=	305	nM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	628240	CHEMBL1110930	F	Agonist activity at adenosine A2A receptor in fMLP-stimulated human neutrophils assessed as inhibition of superoxide production by colorimetric analysis	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000019	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	50845	CHEMBL1157002	19501510	Bioorg. Med. Chem. Lett.	2009	19	15	4471			
CHEMBL1672614	1070016	CHEMBL1672614	1070016		4	308.33	2.46	80.91	0	CC(C)C(=O)Nc1cnc(c2ccncc2)c(n1)c3occc3	5221765	Ki	=	197	nM	6.71	Ki	=	197	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	719010	CHEMBL1679072	B	Displacement of [3H]ZM241385 from human adenosine A2A receptor expressed in HeLa cells after 60 mins by scintillation proximity assay	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	55663	CHEMBL1671839	24900298	ACS Med. Chem. Lett.	2011	2	3	213	308	CHEMBL3308376	HeLa
CHEMBL98958	162601	CHEMBL98958	162601		24	473.57	2.46	157.35	0	CCCCCCCCCCn1cc(cn1)c2nc(N)c3ncn([C@@H]4O[C@H](CO)[C@@H](O)[C@H]4O)c3n2	1256712	Ki	>	100000	nM		Ki	>	100	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	31982	CHEMBL640535	B	Receptor binding affinity for the adenosine A2A receptor were determined using [3H]ZM-241385 as a radioligand in pig	1	Scientific Literature	Sus scrofa		9823	Expert	BAO_0000357	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	8	Homologous protein			5132	CHEMBL1134910	12270178	Bioorg. Med. Chem. Lett.	2002	12	20	2935			
CHEMBL945	89526	CHEMBL945	89526	AMILORIDE	AMILORIDE	229.63	-.75	156.79	0	NC(=N)NC(=O)c1nc(Cl)c(N)nc1N	7636223	IC50					IC50				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000190			774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL945	89526	CHEMBL945	89526	AMILORIDE	AMILORIDE	229.63	-.75	156.79	0	NC(=N)NC(=O)c1nc(Cl)c(N)nc1N	7636224	Ki					Ki				Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)		0	BAO_0000192			774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL64894	98346	CHEMBL459265	504234	GENTIAN VIOLET	GENTIAN VIOLET	372.53	4.92	9.49	0	[Cl-].CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C	7649091	IC50	=	3365	nM	5.47	IC50	=	3.365	uM			0	BAO_0000190	UO_0000065	http://www.openphacts.org/units/Nanomolar	774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL64894	98346	CHEMBL459265	504234	GENTIAN VIOLET	GENTIAN VIOLET	372.53	4.92	9.49	0	[Cl-].CN(C)c1ccc(cc1)C(=C2C=CC(=[N+](C)C)C=C2)c3ccc(cc3)N(C)C	7649092	Ki	=	1889	nM	5.72	Ki	=	1.889	uM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	774693	CHEMBL1909214	B	DRUGMATRIX: Adenosine A2A radioligand binding (ligand: AB-MECA)	15	DrugMatrix			32644	Autocuration	BAO_0000249	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	59306	CHEMBL1909046							722	CHEMBL3307715	HEK293
CHEMBL1935769	1273251	CHEMBL1935769	1273251		37	325.33	1.66	86.51	0	Cn1ncc2nc(N3CCOCC3)n4nc(nc4c12)c5occc5	7985869	Ki	>	1000	nM		Ki	>	1000	nM			0	BAO_0000192	UO_0000065	http://www.openphacts.org/units/Nanomolar	794899	CHEMBL1936135	B	Displacement of [3H]-ZM 241385 from human adenosine A2A receptor expressed in CHO cells after 60 mins by liquid scintillation counting	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein			60714	CHEMBL1932966	22204739	Bioorg. Med. Chem.	2012	20	2	1046	449	CHEMBL3308072	CHO
CHEMBL3416776	1839979	CHEMBL3416776	1839979		18	525.6	.33	166.92	2	CCNC(=O)[C@H]1O[C@H]([C@H](O)[C@@H]1O)n2cnc3c(N)nc(NCCCN4CCN(CC4)c5ccccc5)nc23	15210102	EC50	=	438	nM	6.36	EC50	=	438	nM			0	BAO_0000188	UO_0000065	http://www.openphacts.org/units/Nanomolar	1472824	CHEMBL3419486	B	Agonist activity at human adenosine A2A receptor expressed in CHO cells assessed as stimulation of [3H]cAMP levels by scintillation counting method	1	Scientific Literature	Homo sapiens		9606	Autocuration	BAO_0000219	252	CHEMBL251	SINGLE PROTEIN	P29274	Adenosine A2a receptor	Homo sapiens	9	Protein	7tm_1	high	91560	CHEMBL3414558	25780876	J. Med. Chem.	2015	58	7	3253			
