Epoch	SMILES	Valid	Desired	RDKit_Supermolecule_TanimotoCombo	SA
16	Cc1cccc(-n2cnc3cnc(Nc4ccc(N(C)C)cc4)nc32)c1N	1.0	0	0.183	0.949
16	CCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.319	0.913
16	CC(C)Oc1c(Cl)cc(Cl)cc1S(=O)(=O)Nc1ccc(F)cc1	1.0	0	0.197	0.977
16	Cn1ncc2c(cc3ccccc3c2=O)c1=O	0.0	0	0.0	0.0
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(N3C)nc2)cc1	0.0	0	0.0	0.0
16	CC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.143	0.977
16	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.368	0.98
16	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCC3)cc2)cccc1	1.0	0	0.109	0.989
16	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3OC)cc1	1.0	1	0.211	0.961
16	COc1ccc(C(=O)Nc2cc(C(C)(C)C)cc(C(F)(F)F)c2)cc1	1.0	0	0.106	0.986
16	Cc1ccc(N=C2C(O)C(=O)c3ccccc32)cc1	1.0	1	0.313	0.908
16	COC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.297	0.928
16	O=C(C1=C(O)C(=O)N(c2ccc(C(F)(F)F)cc2)C1C1CCCCC1)c1ccccc1	1.0	1	0.408	0.911
16	O=S(=O)(Nc1c(Cl)cccc1)(CF)C1CC12	0.0	0	0.0	0.0
16	CCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.582	0.937
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(F)cncc2)cc1	1.0	1	0.231	0.972
16	O=C(Nc1ccc(CO)cc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.15	0.985
16	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)N3CCCC3)cc2)CC1	1.0	0	0.127	0.976
16	O=C(NCCN1CCCCC1)c1ccc(S(=O)(=O)NCc2ccc(Cl)cc2)cc1	1.0	0	0.113	0.984
16	O=[N+]([O-])c1cc(O)cc(CN2CCCC(Nc3ccccc3)C2)c1	1.0	0	0.167	0.943
16	CCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.556	0.937
16	O=S(=O)(Nc1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1)	1.0	0	0.146	0.927
16	CC(C)C(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.162	0.973
16	O=C(NCCCCN1CCCC1)c1ccccc1Oc1ccc(Cl)cc1	1.0	0	0.182	0.987
16	CC1CCCN(C(=O)C(Cc2ccccc2)c2ccccc2)CCOCCOCCO1	1.0	1	0.219	0.754
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(NCCO)ncc(Cl)c2)cc1	1.0	1	0.297	0.953
16	O=C(Nc1cc(Oc2c(Cl)cccc2)ccc1)NO	1.0	0	0.12	0.986
16	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)noc2	1.0	0	0.173	0.945
16	COc1nccc(NS(=O)(=O)c2ccc(Cl)cc2C)c1	1.0	0	0.146	0.978
16	CCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.582	0.937
16	N=C(N)c1ccoc1C(=O)c1ccc(C(=O)c2c(O)cc(O)cc2)cc1	1.0	0	0.1	0.953
16	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(F)c1	1.0	1	0.498	0.937
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccnc(C)c2)cc1	1.0	1	0.2	0.972
16	CC(=O)OCC(C)OC(=O)c1ccc(Cl)cc1C1=NNC(=N)c2ccccc21	1.0	1	0.237	0.824
16	Cc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)cc4)CC3)CC2)cc1	1.0	0	0.094	0.964
16	O=S(=O)(Nc1cc(Cl)ccc1Cn1cccn1)c1ccccc1	1.0	1	0.222	0.98
16	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(C(=O)Nc3ccccc3C)cc2)CC1	1.0	0	0.103	0.981
16	COc1nc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ncc1C	1.0	0	0.135	0.97
16	Oc1cc(CSc2ccc(F)c(F)c2)nc2nc(Cc3ccccc3)nn12	1.0	1	0.288	0.945
16	Oc1ccc(C(=O)NN=Cc2c(O)ccc3c2cccc3c2OC2=CCOC2)c1C	0.0	0	0.0	0.0
17	COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccncc2)cc1	1.0	0	0.195	0.981
17	CCc1nc(CN2C(=O)c3ccccc3C2=O)c2ccccc2n1	1.0	1	0.227	0.976
17	O=C(c1cnccc1)c1cc(Cl)ccc1NS(=O)(=O)c1cccc(-c2cccc3cccnc23)c1	1.0	0	0.169	0.965
17	CCOC(=O)NS(=O)(=O)c1ccc(CNC(=O)c2ccccc2)cc1	1.0	0	0.081	0.988
17	COc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3OC)ccc1	1.0	1	0.255	0.958
17	CNC(=O)c1cc(S(=O)(=O)Nc2ccc(C)cc2C)ccc1C	1.0	0	0.142	0.986
17	O=S1(=O)NC(Nc2ccc(F)cc2Br)=Nc2c1cc(Cl)cc2O	1.0	0	0.106	0.84
17	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c[n+]([O-])c(C)cc2)cc1	1.0	1	0.216	0.954
17	CN(C)C(=O)C(CCn1c(Cc2ccccc2)c2ccccc2c2ccccc2c1)C(O)CO	1.0	1	0.259	0.544
17	COc1cccc(CNC(=O)Nc2c(C)cccc2)c1	1.0	0	0.079	0.993
17	CC(=O)NC(=O)c1ccc(OCC(=O)Nc2cccc(C)c2)cc1	1.0	0	0.09	0.989
17	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(C)cc2)C1C1CCCCC1	1.0	1	0.33	0.908
17	O=S(=O)(Nc1cc(Cl)ccc1Cc1ccccc1)c1cccc(Cl)c1	1.0	1	0.242	0.986
17	CNS(=O)(=O)c1ccc(CNC(=O)c2cccc(F)c2)cc1	1.0	0	0.093	0.989
17	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(C)cc1	1.0	1	0.439	0.959
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccccc2C(=O)c2ccncc2)cc1	1.0	1	0.203	0.981
17	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1	0.203	0.987
17	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(C(=O)Nc3ccccc3C)cc2)CC1	1.0	0	0.103	0.981
17	O=S(=O)(Nc1c(Cl)c(Cl)ccc1C(=O)c1ccccc1)c1cc(Cl)ccc1	1.0	1	0.221	0.978
17	O=C(O)c1c(Oc2cccc(OC(=O)c3cnccc3)c2)cccc1	1.0	0	0.128	0.985
17	Cc1ccc(S(=O)(=O)NCCc2ccccc2)cc1	1.0	0	0.114	0.993
17	Nc1nn2c(O)c(Cc3ccccc3)c(Cc3ccccc3)nc2n1	1.0	1	0.232	0.959
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(NCCO)ncc(Cl)n2)cc1	1.0	1	0.34	0.941
17	CC(=O)Nc1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)cc1	1.0	0	0.148	0.983
17	CCCC(=O)N1CC(NS(=O)(=O)c2ccc(NC(=O)C(C)C)c3c2cccc3)CC1	1.0	0	0.144	0.927
17	O=S1(=O)NC(Nc2c(Br)cccc2)=Nc2c1cc(Cl)cc2O	1.0	0	0.09	0.858
17	O=C(C1=C(O)C(=O)N(c2ccc(C(F)(F)F)cc2)C1c1ccccc1)c1ccccc1	1.0	1	0.366	0.947
17	CC(Cn1ccnc1)c1ccc(Br)cc1	1.0	0	0.103	0.939
17	COc1ccc(CSc2nc(N)cc(NS(=O)(=O)c3cc(Cl)ccc3)n2)cc1	1.0	0	0.133	0.97
17	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c(C)n(C)c(C)c2)cc1	1.0	1	0.217	0.962
17	CCC(=O)c1ccc(OS(N)(=O)=O)cc1	1.0	0	0.068	0.982
17	CNC(=O)Cn1c(-c2ccc(Oc3ccccc3)cc2)ccc1	1.0	0	0.113	0.983
17	Oc1cc(CSc2ccc(F)cc2)nc2nc(Cc3ccccc3)nn12	1.0	0	0.155	0.956
17	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c[n+]([O-])c(C)cc2)cc1	1.0	1	0.216	0.954
17	O=C(O)c1c(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)s2)cccc1	1.0	1	0.267	0.974
17	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.61	0.929
17	CCCC(=O)C1=C(O)C(=O)N(c2ccccc2)C1C1CC1	1.0	1	0.275	0.919
17	O=C(NCCN1CCCCC1)c1ccc(Cl)cc1NS(=O)(=O)c1cc(F)c(N2)ccc1NCCONC2=	0.0	0	0.0	0.0
17	O=C(Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1)c1ccccc1	1.0	0	0.085	0.99
17	CC(=O)NCc1cnc(Nc2cc(NS(=O)(=O)c3ccc(Cl)s3)ccc2)cc1	1.0	0	0.122	0.967
17	CNc1nc(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c[nH]1	1.0	1	0.335	0.932
17	C=CCN(C(=O)Nc1ccc(Cl)cc1)c1ccc(Cl)cc1	1.0	0	0.119	0.984
17	O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.169	0.976
17	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)c(Cl)cc2)C1C1CCCCC1	1.0	1	0.45	0.91
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2c(Cl)cccc2C(=O)c2ccncc2)cc1	1.0	1	0.244	0.973
17	CC(=O)c1cccc(Oc2ccc(C(=O)O)cc2)c1	1.0	0	0.116	0.992
17	Cc1c(C(=O)C(C#N)c2cccc(Cl)c2)cccc1	1.0	0	0.188	0.957
17	Cc1nn(Cc2ccc(C(F)(F)F)cc2NS(=O)(=O)c2cc(Cl)c(Cl)cc2)cc1N	1.0	1	0.408	0.946
17	CCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1	1.0	1	0.447	0.91
17	O=C(NCCOc1ccccc1)c1ccccc1Nc1ccc(Br)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.005	0.967
17	Cc1c(F)cccc1NS(=O)(=O)c1cc(F)c(C(F)(F)F)cc1	1.0	0	0.127	0.976
17	Cn1nnnc1Cc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.319	0.937
17	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cn1	1.0	1	0.211	0.974
17	Cc1cc(=O)c(C(=O)c2ccc(Cl)cc2)c(C)n1	0.0	0	0.0	0.0
17	CSc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(F)c(C)c2)ccc1	1.0	1	0.214	0.973
17	O=C(NCCO)c1ccccc1Oc1ccccc1C(=O)c1ccncc1	1.0	1	0.206	0.981
17	O=C(O)c1cccc2c1Oc1c(F)c(F)ccc12	1.0	0	0.097	0.97
17	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(C(N)=O)c1	1.0	1	0.219	0.951
17	COc1ncc(-c2ccc(C(=O)NC(CO)c3ccccc3)cc2)cc1	1.0	0	0.101	0.964
17	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccccc1	1.0	1	0.203	0.984
17	Cc1ccc(-c2cc(SSc3cccc(NC(=O)CCCN(C)C)c3)ccc2)cc1	1.0	0	0.176	0.967
17	N#Cc1ccc(Oc2ncc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)nc1	1.0	1	0.203	0.936
17	O=S(=O)(Nc1ncc(Cl)nc1NCc1ccccc1)c1ccccc1	1.0	0	0.191	0.976
17	CN(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncn2)cc1	1.0	0	0.162	0.967
17	Cc1cc(NS(=O)(=O)c2cc(Cl)ccc2C(N)=O)ccc1	1.0	0	0.192	0.984
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnccc2)cc1	1.0	0	0.19	0.977
17	Cc1nnnn1N=Cc1cccc(C(F)(F)F)c1	1.0	0	0.094	0.932
17	CN(C)C(=O)C(C)(C)c1cc(Sc2ccc(F)cc2)ccc1	1.0	0	0.116	0.966
17	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)c(C#N)c2)ccc1	1.0	1	0.213	0.973
17	CCCCCc1nc2c(NS(=O)(=O)c3ccc(C(C)(C)C)cc3NC)cccc2[nH]1	1.0	0	0.163	0.947
17	O=C(NS(=O)(=O)c1ccc(Cl)s1)N1CCC(N2CCCCC2)CC1	1.0	0	0.165	0.96
17	CCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCC1O	1.0	1	0.466	0.741
17	CC1(c2ccc(S(=O)(=O)Nc3ccc(Cl)cc3C(=O)c3ccncc3)cc2)OCCO1	1.0	0	0.191	0.949
17	Cc1ccccc1S(=O)(=O)NCCc1ccc(Cl)cc1F	1.0	0	0.099	0.985
17	CNC(=O)Cn1nc(OC2CC(N)C(O)C2O)cc1O	1.0	0	0.116	0.352
17	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1	1.0	0	0.113	0.973
17	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc1	1.0	0	0.191	0.972
17	COc1nc2c(nc(N)n2Cc1ccc(Cl)cc1)c1ccc(S(N)(=O)=O)cc1	0.0	0	0.0	0.0
17	C=CCOc1c(Cl)cc(Cl)cc1S(=O)(=O)Nc1ccc(C(=O)NCCCN2CCCC2=O)cc1	1.0	0	0.174	0.95
17	CCOc1nn(C)c(NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	0	0.131	0.971
17	COc1ccc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c2cccc3)cc1	1.0	1	0.272	0.97
17	COc1ncc(CN2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cc1	1.0	0	0.144	0.945
17	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2cc(Cl)c(Cl)cc2)cc1	1.0	1	0.3	0.982
17	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(F)cc2)cc1	1.0	1	0.223	0.98
17	O=C(O)c1c(Oc2ccccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cccc1	1.0	1	0.31	0.982
17	COc1c2c(NS(=O)(=O)c3ccc(Cl)s3)nn(Cc3cccc(CN(C)C(C)=O)c3)c2ccc1	1.0	1	0.308	0.936
17	Cc1c(C(=O)NC(C)(C)C)nc2n1CCN(C(=O)c1ccccc1)C2C1=CCCN2C(=O)OC12	1.0	1	0.238	0.51
17	O=C(c1ccncn1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccoc2)cc1	1.0	1	0.213	0.955
17	Cc1ccc(-c2ccc(S(=O)(=O)Nc3ccc(Cl)cc3C(=O)c3ccncc3)cc2)cc1	1.0	0	0.18	0.979
17	Cc1ccc(Oc2c(NS(=O)(=O)c3ccc(Cl)s3)ccc(S(=O)(=O)O)c2)cc1	1.0	1	0.273	0.969
17	Oc1cc(CSc2ccc(C(F)(F)F)cc2)nc2c1Nc1cc(Cl)ccc1O21	0.0	0	0.0	0.0
17	CCC(=O)c1ccnc2c1c(NS(=O)(=O)c1cccc(Cl)c1)nn2Cc1cccc(C)c1C	1.0	1	0.229	0.935
17	C=CCOc1c(Cl)cc(Cl)cc1S(=O)(=O)Nc1ccc(Cl)cc1OC	1.0	0	0.175	0.966
17	Cc1ncccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.377	0.964
17	CSc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnccc2)cc1	1.0	0	0.186	0.976
17	COc1c(Cl)ccc(C(=O)Nc2ccc(Cl)cc2)c1Cl	1.0	0	0.111	0.988
17	O=S(=O)(Nc1cc(Cl)ccc1Cn1cccn1)c1ccc2ccccc2c1	1.0	1	0.32	0.975
17	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)n(CC(N)=O)c(O)n2	1.0	0	0.173	0.938
17	CC(=O)C1=C(O)C(=O)N(c2c(Cl)c(Cl)ncc2)C1C1=C(OCc2ccccc2)C(OC)CCC1	1.0	1	0.26	0.596
17	O=C(O)c1ccccc1Oc1c(F)cccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.36	0.973
18	COc1nn(C)c2c1c(NS(=O)(=O)c1cccc(Cl)c1)n[nH]c2	0.0	0	0.0	0.0
18	Cc1c(C(=O)NC(=O)C2CC3CCC2C3)c2ccccc2c1OCCCN(C)C	0.0	0	0.0	0.0
18	COc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccc1	1.0	1	0.271	0.973
18	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Br)cc1	1.0	1	0.204	0.981
18	CC(=O)NCc1cc(Cn2nc(NS(=O)(=O)c3ccc(Cl)s3)c3c(O)cccc32)ccc1	1.0	1	0.201	0.939
18	O=C(NCCO)c1cc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)ccc1	1.0	1	0.394	0.975
18	CCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Br)c1	1.0	1	0.514	0.927
18	O=C(NCCNC(=O)c1cc(Oc2ccc(Cl)cc2N)cc2c1ccccc2)CCc1ccc2ccccc2c1	0.0	0	0.0	0.0
18	COC(=O)CCC(=O)NCCCCCNC(=O)CC(O)c1ccc2ccccc2c1OC	1.0	0	0.111	0.913
18	COc1cccc2c1[nH]c(=O)c(=O)n2Cc1c(Cl)cccc1	1.0	1	0.267	0.977
18	Oc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(F)cc2)cc1	1.0	1	0.216	0.984
18	N#Cc1cc(S(=O)(=O)Nc2cc(Cl)ccc2Cn2ccnc2)ccc1	1.0	1	0.297	0.965
18	CSc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2cc(Cl)c(C(C)(C)C)cc2)cc1	1.0	1	0.206	0.948
18	CCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.556	0.937
18	CC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.143	0.977
18	CCNS(=O)(=O)c1cccc(CNC(=O)c2cccc3ccccc23)c1	1.0	0	0.115	0.986
18	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	1	0.3	0.982
18	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(-c3cnco3)cc2)cc1	1.0	0	0.159	0.971
18	CCC(=O)C1=C(O)C(=O)N(c2cc(F)c(C(F)(F)F)cc2)C1C1CCCCC1	1.0	1	0.509	0.848
18	CN(C)c1ncnc(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1	1.0	1	0.313	0.959
18	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(NCCc3ccccc3)c3ccccc23)CC1	1.0	0	0.158	0.97
18	CC(=O)C1=C(O)C(=O)N(c2cc(Cl)c(C)cc2)C1C1CCCCCCC1	1.0	1	0.337	0.909
18	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C#N)cc2)ccc[n+]1[O-]	1.0	1	0.215	0.921
18	CCOC(=O)Nc1cc(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc1	1.0	1	0.211	0.984
18	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1c1ccc(Cl)cc1	1.0	1	0.398	0.958
18	O=C(Nc1nc2ccccc2c2ccccc12)c1ccc(Cl)cc1	1.0	0	0.185	0.989
18	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCCCC3)cc2)cccc1	1.0	0	0.107	0.987
18	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1cccn1)c1cccc(Cc2ccccc2)c1	1.0	1	0.271	0.966
18	Cc1ccc(S(=O)(=O)NCCN2CCC(O)(c3ccc(Cl)cc3)CC2)cc1	1.0	0	0.09	0.975
18	COC(=O)CCCSc1nnc(CSc2ccc(Cl)cc2)nc1N1CCCCC1CO	1.0	0	0.193	0.805
18	CCOc1c(Cl)cc(C=C(N)C(=O)O)cc1	1.0	0	0.064	0.967
18	COc1ccc(S(=O)(=O)Nc2cccc3c2CCC3)cc1	1.0	0	0.079	0.987
18	O=C(NCCN1CCCCC1)c1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.221	0.977
18	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1-c1ccccc1C#N	1.0	0	0.127	0.952
18	CC(C)c1nc2nc(N)nn2c(O)c1Cc1cc(Cl)cc(Cl)c1	1.0	1	0.474	0.908
18	CCOC(=O)CN=C1SC2CC(=O)N2C1S(=O)(=O)c1ccc(Cl)cc1	1.0	1	0.484	0.543
18	COc1ncc(-c2cc3c(NS(=O)(=O)c4ccc(Cl)cc4)cccn23)c2cc[nH]c12	0.0	0	0.0	0.0
18	CCOC(=O)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2)c2ccccc21	1.0	0	0.184	0.938
18	Cc1c(C(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)cccc1	1.0	1	0.246	0.991
18	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc2c(c1)cccc1	0.0	0	0.0	0.0
18	Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.199	0.983
18	Cc1ncccc1C(=O)c1ccc(Cl)cc1Cl	1.0	0	0.099	0.985
18	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCCCC3C)cc2)cccc1	1.0	0	0.099	0.94
18	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2c[n+]([O-])c(C)cc2)cc1	1.0	1	0.216	0.954
18	CSc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc1	1.0	1	0.212	0.972
18	O=C(c1cnc2ccccc2c1)c1ccc(Cl)cc1C(=O)c1ccccc1	1.0	1	0.327	0.983
18	CC(=O)C1=C(O)C(=O)N(c2cc(F)c(C)cc2)C1C1CCCCC1	1.0	1	0.33	0.908
18	CC(=O)C1=C(O)C(=O)N(c2ccc(F)cc2)C1C1CCCCCCC1	1.0	1	0.323	0.925
18	CCCC(=O)c1cc(Cl)ccc1NS(=O)(=O)c1cc(F)c(F)c(F)c1	1.0	0	0.176	0.969
18	O=S(=O)(Nc1cc(Cl)ccc1Cn1cccn1)c1ccc(Cl)cc1	1.0	1	0.31	0.978
18	COc1nc(Br)cnc1NS(=O)(=O)c1c(-c2ccccc2)ccs1	1.0	1	0.305	0.941
18	CC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCCCC1	1.0	1	0.308	0.928
18	Cc1c(C(=O)Nc2ccc(Cl)cc2)nn(Cc2ccc(Br)cc2)c1O	1.0	0	0.096	0.974
18	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1C1CCCCCC1	1.0	1	0.421	0.922
18	Cc1nccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1O	1.0	1	0.211	0.961
18	Cc1nnc(SCC(=O)c2ccc(Cl)cc2)n1C	1.0	1	0.216	0.984
18	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.201	0.975
18	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	0	0.191	0.948
18	CCCCCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.609	0.937
18	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	1	0.201	0.975
18	COc1ccccc1Cc1c(O)n(Cc2ccccc2)c2ccccc12	1.0	1	0.304	0.981
18	COc1cccc(CNS(=O)(=O)c2ccc(Cl)cc2)c1O	1.0	0	0.113	0.987
18	O=C(Nc1ccccc1)c1cc(Cl)ccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.005	0.974
18	C=CCC(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C)cc1	1.0	0	0.162	0.976
18	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	0	0.191	0.948
18	CC1CCN(C(=O)C(CCn2cccc2C#N)NS(=O)(=O)c2ccc3[nH]ccc3c2)CC1	1.0	1	0.217	0.817
18	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccccc1-c1ccccc1	1.0	0	0.128	0.969
18	O=C(Cc1ccc(Oc2ccccc2)cc1=O)Nc1ccc(OC(F)(F)F)cc1	0.0	0	0.0	0.0
18	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(O)cnc(N)n2)cc1	1.0	1	0.314	0.953
18	O=C(NCCO)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.27	0.964
18	CC1CCN(C(=O)C(Cc2ccccc2)C(C)C)CC1	1.0	0	0.156	0.961
18	O=C(c1ncc(F)cc1)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.005	0.962
18	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc([N+](=O)[O-])cc1	1.0	0	0.18	0.977
18	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C)CC3)c3c2cccc3)cccc1	1.0	0	0.151	0.976
