Epoch	SMILES	Valid	Desired	ROCS_CCR2_SDF	ROCS_Model3-4_SQ	SA
15	O=S1(=O)Nc2ccc(Cl)cc21	1.0	0	0.572	0.036	0.936
15	COc1ncc(Cn2nc(NS(=O)(=O)c3ccccc3)nc2O)cc1	1.0	0	0.889	0.071	0.949
15	CCC(=O)Nc1cnc(Nc2ccc(C#N)cc2)cc1NC#N	1.0	0	0.785	0.068	0.943
15	COc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.949	0.1	0.96
15	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccccc1	1.0	0	0.986	0.097	0.973
15	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)cc1	1.0	1	0.987	0.106	0.97
15	Cc1c(C(=O)Nc2ccc(F)cc2NS(=O)(=O)c2ccc(Cl)cc2)cccc1	1.0	0	0.976	0.079	0.986
15	CC(=O)C1=C(O)C(=O)N(c2ccccc2)C1C1CCCCC1	1.0	0	0.999	0.088	0.935
15	COc1nc(Br)cnc1NS(=O)(=O)c1cc(Cl)cc(Cl)c1	1.0	0	0.941	0.1	0.948
15	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2cocn2)cc1	1.0	0	0.912	0.072	0.956
15	CC(=O)Nc1ccc(S(=O)(=O)NCCc2csc(-c3cnccc3)n2)cc1	1.0	0	0.793	0.062	0.974
15	Cc1ccc(S(=O)(=O)NN)cc1CCc1ccc(Cl)cc1NS(=O)(=O)c1cccc(Cl)c1	1.0	0	0.909	0.059	0.954
15	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)cc1	1.0	1	0.987	0.106	0.97
15	COc1nn(C2CCN(C)CC2)c2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)ncn2	1.0	0	0.873	0.096	0.918
15	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.161	0.922
15	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2cccnc2)cc1	1.0	0	0.93	0.079	0.975
15	O=C(O)c1c(Oc2nccnc2NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cccc1	1.0	0	0.894	0.068	0.968
15	COc1nc(CO)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	0	0.973	0.093	0.964
15	CC(C)NS(=O)(=O)c1ccc(OCC(=O)N2CCOCC2)cc1	1.0	0	0.842	0.048	0.983
15	Cc1ccc(C(=O)c2ccc(OC(=O)c3cccc(Cl)c3Cl)cc2)cc1	1.0	0	0.736	0.053	0.987
15	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc(Oc2ccccc2)c1	1.0	1	0.98	0.136	0.966
15	Cc1cccc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)c1	1.0	1	0.829	0.104	0.959
15	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cnc(C)cc2)cc1	1.0	0	0.792	0.077	0.972
15	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1c(F)c(F)ccc1	1.0	0	0.78	0.062	0.96
15	COc1c2ccccc2n(C)n1	1.0	0	0.757	0.038	0.982
15	COc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)cccc1	1.0	1	0.853	0.109	0.959
15	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1CCC(O)CC1	1.0	1	0.886	0.106	0.92
15	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.961	0.1	0.986
15	O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.921	0.132	0.971
15	CCCCCSCc1ccc(C(=O)O)cc1	1.0	0	0.774	0.037	0.989
15	CSc1nc(Br)cnc1NS(=O)(=O)c1ccc(Cl)s1	1.0	0	0.928	0.076	0.892
15	COc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(CCC(C)C)cc2)cc1	1.0	0	0.865	0.06	0.98
15	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)cc1	1.0	1	0.987	0.106	0.97
15	O=S(=O)(Nc1ncc(Cl)nc1OCc1cc(Br)ccc1)c1ccccc1	1.0	0	0.902	0.09	0.969
15	NS(=O)(=O)c1ccc(C(O)CC(=O)c2ccccc2)cc1	1.0	0	0.922	0.052	0.967
15	COc1nn(CC(=O)O)c2cc(Cl)c(Cl)cc12	1.0	0	0.833	0.06	0.959
15	Cc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ccc[n+]1[O-]	1.0	0	0.832	0.098	0.903
16	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(-c3ccccc3)nc2n1	1.0	1	1.0	0.135	0.957
16	Nc1nn2cc(-c3cccc(Cl)c3)nc2n1CC	1.0	0	0.961	0.084	0.92
16	O=[N+]([O-])c1cc(F)cc(C(F)(F)F)c1CCn1ccc(Br)c1	1.0	0	0.873	0.05	0.898
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	0	0.95	0.097	0.976
16	Nc1nn2c(O)c(Cc3ccc(F)cc3)c(C3CC3)nc2n1	1.0	1	1.0	0.16	0.929
16	CCSc1nnc(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc1	1.0	0	0.818	0.074	0.944
16	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)cc1	1.0	1	0.987	0.106	0.97
16	Cc1c(C(=O)Nc2ccc(S(=O)(=O)NC3CCN(C(=O)OCCCN(C)C)CC3)c3c2cccc3)cccc1	1.0	0	0.005	0.005	0.955
16	Cc1cc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)c(C)nc1N	1.0	0	0.825	0.093	0.918
16	CC(C)CN1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3ccccc23)CC1	1.0	0	0.577	0.067	0.975
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)cc2C(=O)c2ccncc2)cc1	1.0	0	0.944	0.097	0.976
16	COc1nn(C)c2c1c(NS(=O)(=O)c1c(Cl)c(Cl)ccc1)ncn2	1.0	0	0.945	0.08	0.941
16	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1cccc2c1ccccc2nc1ccccc1	0.0	0	0.0	0.0	0.0
16	COc1cc(C(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)ccc1	1.0	0	0.824	0.068	0.986
16	COc1cc2c(cc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)nc(O)n2C1CNC1	1.0	1	0.922	0.12	0.911
16	CNC(=O)Cn1nc(OC)nc1I	1.0	0	0.875	0.044	0.865
16	Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.961	0.097	0.983
16	COc1ccc2c(c1NS(=O)(=O)c1c(Cl)c(Cl)cnc1)cn(CCO)c2C	1.0	1	0.873	0.101	0.884
16	N#Cc1cccnc1N1C(=O)c2c(C1=O)c(NS(=O)(=O)c1ccc(Cl)s1)ncc2	1.0	0	0.934	0.086	0.912
16	Cc1ncccc1Oc1ncc(C#N)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.976	0.147	0.953
16	COc1ccc2c(c1NS(=O)(=O)c1c(Cl)c(Cl)ccc1)cnn2C	1.0	1	0.952	0.125	0.96
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)cc2C(=O)c2ccncc2)cc1	1.0	0	0.944	0.097	0.976
16	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CCCC3)nc2n1	1.0	1	0.999	0.2	0.924
16	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1	1.0	0	0.954	0.099	0.976
16	O=S1(=O)NC(NCc2ccccc2)=Nc2c1cc(Cl)cc2O	1.0	0	0.902	0.063	0.899
16	Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Cn2ccnn2)cc1	1.0	0	0.987	0.099	0.971
16	COCc1c(-c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nccc1	1.0	1	0.936	0.12	0.967
16	Cc1nc(N)nc(C)c1Cc1ccc(Cl)c(Cl)c1	1.0	0	0.987	0.064	0.974
16	Cc1cccc(NS(=O)(=O)c2ccc(C(C)C)cc2)c1	1.0	0	0.913	0.066	0.991
16	Nc1nn2c(O)c(Cc3cccc(I)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.149	0.891
16	O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)c2ccccc12)c1ccccc1	1.0	0	0.647	0.076	0.988
16	O=S(=O)(Nc1cc(Cl)c(Cl)c(Cl)c1Cn1cccn1	0.0	0	0.0	0.0	0.0
16	O=C(O)c1cc(Oc2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)c[s+]1	0.0	0	0.0	0.0	0.0
16	CS(=O)(=O)c1cc(Cl)c(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.907	0.077	0.986
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2cccc(C(c3nc[n+](C)cn3)N2CCCI)c2Cn3cccn32)cc1	0.0	0	0.0	0.0	0.0
16	Cc1c(S(=O)(=O)Nc2ccc(Cl)cc2)cccc1C(1	0.0	0	0.0	0.0	0.0
16	COc1ccc(N2C(=O)C(O)=C(C(C)=O)C2C2CCCCC2)cc1	1.0	0	0.999	0.094	0.931
16	Cc1cccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c1	1.0	0	0.953	0.09	0.98
16	COc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ccnc1	1.0	1	0.832	0.103	0.939
16	O=S(=O)(Nc1cc(Cl)cnc1Oc1cnccc1)c1cnccc1	1.0	1	0.93	0.101	0.966
16	Nc1nn2c(O)c(Cc3ccc(C(F)(F)[O-])cc3)c(C3CCCS3)nc2n1	1.0	1	0.999	0.187	0.512
16	CNS(=O)(=O)c1ccc(CNC(=O)c2cccc3c2cnn3-c2ccc(F)cc2)cc1	1.0	0	0.64	0.046	0.975
16	O=C(c1cc(Cl)ccc1NS(=O)(=O)c1cc(Br)c(Br)cc1N	0.0	0	0.0	0.0	0.0
16	Cc1[n+]([O-])cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)c1	0.0	0	0.0	0.0	0.0
16	CCCOc1ccc(N2C(=O)C(=O)C3C(=O)C(NC(=O)c4ccccc4)C(=O)C3C2c2ccc(C(F)(F)F)cc2)cc1	1.0	0	0.005	0.005	0.533
16	CCC(CC)Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.75	0.06	0.969
16	Cc1c(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ccnc1	1.0	0	0.853	0.098	0.943
16	O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1c(F)c(F)ccc1	1.0	0	0.78	0.062	0.96
16	O=C(c1ccccn1)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2)C1	1.0	0	0.871	0.069	0.955
16	Cc1ccc(-c2nnn(CC(=O)Nc3ccc(C)cc3C)n2)cc1	1.0	0	0.904	0.067	0.984
16	COc1nc(CO)c(C)nc1NS(=O)(=O)c1ccccc1Cl	1.0	0	0.969	0.089	0.956
16	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1cc(F)c(O)c(N2CCOCC2)c1	1.0	0	0.806	0.085	0.946
16	COc1nc(Br)ncc1NS(=O)(=O)c1cccc(C(F)(F)F)c1Cl	1.0	0	0.942	0.091	0.907
16	O=C(NCCN1CCNCC1)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.005	0.005	0.968
16	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)cc1	1.0	1	0.987	0.106	0.97
16	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(C(=O)Nc3ccc(CN(C)C)cc3)cc2)cc1	1.0	0	0.444	0.054	0.984
16	N#Cc1ccc(Oc2ncc(Cl)nc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1	0.976	0.143	0.963
16	Cc1ccc(N2C(=O)C(O)=C(C(=O)C3CC3)C2C2CCCCC2)cc1	1.0	0	0.999	0.099	0.914
16	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(OC(C)C)cc2)cccn1	1.0	0	0.86	0.077	0.973
16	COc1nc(Br)cnc1NS(=O)(=O)c1cc(Cl)cc(Cl)c1	1.0	0	0.941	0.1	0.948
16	COc1cc(C(=O)COc2c(N(C)C)nc(N)nc2)ccc1	1.0	0	0.968	0.057	0.964
16	CC(C)(C)OC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3)c3c2cccc3)CC1	1.0	0	0.005	0.005	0.97
16	CCCCC(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCCC1	1.0	0	0.999	0.095	0.91
16	Cc1cc(Oc2nccc3[nH]ccc23)ccc1N	1.0	0	0.919	0.054	0.967
16	CC(=O)C1=C(O)C(=O)N(Cc2ccccc2F)C1c1ccccc1	1.0	0	0.995	0.096	0.957
16	Cc1nnnn1Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1C	1.0	1	0.952	0.1	0.942
16	COc1nn(CC(N)=O)c2c1c(NS(=O)(=O)c1ccccc1Cl)ncn2	1.0	0	0.861	0.074	0.941
16	CC(=O)c1ccc(S(=O)(=O)Nc2ccc(C(=O)NCCNCC(=O)O)cc2)cc1	1.0	0	0.47	0.04	0.981
16	CSc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	0	0.924	0.083	0.94
16	COc1nc(F)cnc1NS(=O)(=O)c1cccc(Cl)c1	1.0	0	0.955	0.09	0.961
16	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(-c3ccccc3)nc2n1	1.0	1	1.0	0.135	0.957
16	COc1nccnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.953	0.107	0.968
16	Cc1cc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)ncc1	1.0	0	0.798	0.097	0.943
16	COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccc(C(F)(F)F)cc2)cc1	1.0	0	0.918	0.08	0.979
16	CN(C)C(=O)C(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccccn2)cc1	1.0	0	0.907	0.077	0.953
16	COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccnc(C)c2)cc1	1.0	0	0.946	0.07	0.978
16	O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnn1)c1ccc(Cl)c(Cl)c1	1.0	1	0.99	0.102	0.963
16	COc1nn(CC(N)=O)c2c1c(NS(=O)(=O)c1cccc(Cl)c1Cl)ncn2	1.0	0	0.852	0.075	0.926
16	Cn1nncc1C(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(C)(C)C)cc1	1.0	0	0.931	0.088	0.953
16	Cc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Cn2ccnn2)cc1C	1.0	1	0.989	0.101	0.965
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2-c2c(CN)cccn2)cc1	1.0	0	0.907	0.086	0.967
16	CCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.198	0.935
16	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(C(F)(F)F)cc1	1.0	0	0.954	0.099	0.976
16	O=S(=O)(Nc1cc(Cl)c(F)cc1Cn1ccnn1)c1ccc(Cl)cc1	1.0	1	0.987	0.107	0.958
16	CC1COC(c2ccc(Cl)cc2)N(S(=O)(=O)c2ccc(NC(C)=O)cc2)N1	1.0	0	0.951	0.076	0.794
16	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ncc1	1.0	0	0.938	0.085	0.97
16	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc3c(ccn3)c2)cc1	0.0	0	0.0	0.0	0.0
16	CN(C)C(=O)C(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.906	0.08	0.954
16	Cc1c(C(=O)Nc2cccc(C)c2)n2c(ccc[n+]1[O-])N2	0.0	0	0.0	0.0	0.0
16	COc1nc(Cl)cnc1NS(=O)(=O)c1c(Cl)c(Cl)ccc1	1.0	0	0.953	0.091	0.955
16	Nc1nn2c(O)c(Cc3cccc(Cl)c3)c(C3CC3)nc2n1	1.0	1	1.0	0.161	0.922
16	COc1cc(Cl)c(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.959	0.076	0.981
16	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cc1	1.0	0	0.951	0.073	0.98
16	Cc1cnc(N2C(=O)c3c(C2=O)c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ccc3Cl)nc1	1.0	0	0.856	0.087	0.931
16	Nc1nn2c(O)c(Cc3ccc(Br)cc3)c(C3CC3)nc2n1	1.0	1	1.0	0.147	0.922
16	O=C(O)c1cc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)ccc1	1.0	0	0.93	0.093	0.984
16	Cc1cc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)ncc1	1.0	0	0.938	0.085	0.97
16	Cc1cc(Oc2ccc(C(=O)NCCCN(C)C)cc2)ccc1O	1.0	0	0.818	0.047	0.985
16	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1cc(Oc2ccc(Cl)cc2O)ccc1	1.0	0	0.778	0.084	0.964
16	CC(=O)C1=C(O)C(=O)N(Cc2ccc(C(F)(F)F)cc2)C1C1=OCCO1OC	0.0	0	0.0	0.0	0.0
17	CNC(=O)Cn1cc(F)c(N2C(=O)NC(Cc3ccc(NC(C)=O)cc3)c2C)c1ccccc1	0.0	0	0.0	0.0	0.0
17	O=C(c1cccnc1)c1cc(Cl)ccc1NS(=O)(=O)c1cc(F)c(N2CCOCC2)cc1	1.0	1	0.868	0.101	0.966
17	COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1ccc(CN)cc1	1.0	0	0.893	0.058	0.953
17	O=C(NC1CCCCC1)c1cccc2c1C(=O)c1ccccc1N2	1.0	0	0.861	0.052	0.98
17	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.961	0.1	0.986
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(C(=O)O)cc2)cc1	1.0	0	0.856	0.054	0.989
17	Cc1cc(N2C(=O)C(O)=C(C(=O)c3ccccc3)C2C2CCCCC2)ccc1	1.0	1	0.996	0.174	0.927
17	CCCc1nc2nc(O)n3cc(C)nc123	0.0	0	0.0	0.0	0.0
17	COC(=O)CCc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	0	0.789	0.061	0.974
17	Cc1nc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(-c3cnc(C)o3)cc2)ccc1	1.0	0	0.854	0.098	0.957
17	Cc1cccc(N2C(=O)C(O)=C(C(C)=O)C2C2CCCCC2)c1	1.0	0	0.999	0.092	0.922
17	CC(=O)C1=C(O)C(=O)N(c2cc(C)ccc2)C1C1CCCCC1	1.0	0	0.999	0.092	0.922
17	N#Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)c(O)cc1	1.0	0	0.965	0.061	0.984
17	COC(=O)CCc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccn(C)c(C)c2)cc1	0.0	0	0.0	0.0	0.0
17	Cc1cccnc1C(=O)C1=C(O)C(=O)N(c2ccc(C)cc2)C1C1CCCCCCC1	1.0	1	0.991	0.151	0.882
17	O=S(=O)(Nc1cc(Cl)ccc1Cn1cncn1)c1ccc(Cl)nc1	1.0	0	0.987	0.088	0.96
17	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1cccc2c1cccc2	1.0	1	0.963	0.113	0.956
17	O=C(c1cnccc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(-c2ccccc2)cc1	1.0	0	0.919	0.089	0.981
17	COc1c(C)nc(N)nc1N1CCCC1c1ccc(C(F)(F)F)cc1	1.0	0	0.938	0.077	0.886
17	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1cc(F)c(Cl)cc1	1.0	0	0.957	0.078	0.976
17	CC(C)(CO)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.831	0.073	0.966
17	CNc1c(-c2cc(Cl)c(N)cc2)ncnc1N1CCCC1	1.0	0	0.911	0.062	0.946
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2cc(Cl)ccc2C(=O)c2ccncc2)cc1	1.0	0	0.95	0.097	0.976
17	Cn1cncc1=Nc1c(Cl)cccc1Cl	0.0	0	0.0	0.0	0.0
17	Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)cn1	1.0	0	0.936	0.085	0.974
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.943	0.081	0.977
17	O=S(=O)(Nc1cc(Cl)c(Cl)cc1Cn1ccnn1)c1cccc(Cc2ccccc2)c1	1.0	1	0.985	0.147	0.957
17	COC(=O)CCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)C3CCC3)c3c2cccc3)CC1	1.0	0	0.608	0.051	0.962
17	COc1nc2nc(C)c(Nc3ccc(Cl)cc3)nc2n2c1CCC(N)C2	0.0	0	0.0	0.0	0.0
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.943	0.081	0.977
17	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C(C)(C)C)cc2)c(C)c1	1.0	0	0.933	0.089	0.968
17	COc1nc(F)cnc1NS(=O)(=O)c1cc(Cl)ccc1	1.0	0	0.955	0.09	0.961
17	O=C(O)c1ccccc1Oc1ccccc1OC(F)(F)F	1.0	0	0.938	0.051	0.985
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2cccc3c2ccc3ccc(Br)nc23C(C)(C)OC(C)(C)C	0.0	0	0.0	0.0	0.0
17	CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(NC(=O)c3ccccc3C)c3ccccc23)CC1	1.0	0	0.542	0.045	0.969
17	Cc1c(Cl)c(C(F)(F)F)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0	0.944	0.079	0.977
17	CCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1Cl	1.0	1	0.999	0.19	0.916
17	Cc1ncc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(-c3c(C)noc3)cc2)cc1	1.0	1	0.885	0.106	0.949
17	COc1nccnc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	1	0.953	0.107	0.968
17	COCC(=O)Nc1cc(C)on1	1.0	0	0.685	0.028	0.98
17	O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.937	0.08	0.98
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)c(F)c2C(=O)c2cnccc2)cc1	1.0	0	0.944	0.086	0.965
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)cc2C(=O)c2ccncc2)cc1	1.0	0	0.944	0.097	0.976
17	O=C(Cn1c(O)c(N2CCCCC2)c(Br)c1)N1CCCCCC1	1.0	0	0.875	0.059	0.947
17	O=C(O)c1cccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	0	0.93	0.093	0.984
17	O=C(O)c1ccc(Oc2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0	0.961	0.1	0.986
17	COc1cc(C(=O)NCN2C(=O)c3ccccc3C2=O)ccc1	1.0	0	0.922	0.053	0.985
17	O=C(c1cnccc1)c1cc(Cl)ccc1Oc1ccc(Cl)cc1	1.0	0	0.965	0.074	0.986
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(F)cc2C(=O)c2ccncc2)cc1	1.0	0	0.944	0.097	0.976
17	O=C(NCCc1ccccc1)c1ccccc1Cc1ccccc1	1.0	0	0.937	0.072	0.992
17	CC1(c2ccc(S(=O)(=O)Nc3ccc(Cl)cc3C(=O)c3ccncc3)cc2)CCOCC1	1.0	0	0.908	0.093	0.949
17	Cc1c(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C)cc2)cccn1	1.0	0	0.956	0.08	0.98
17	Nc1ncc(NCCNS(=O)(=O)c2ccc(Cl)s2)n1	0.0	0	0.0	0.0	0.0
17	Cc1cc(C)c(NC(=O)C(C)n2ccc3cc(N(C)C)ccc32)c1	0.0	0	0.0	0.0	0.0
17	N#Cc1cccn1CCC(=O)c1ccc(Cl)cc1NS(=O)(=O)c1cc(Br)c(Cl)cc1	1.0	1	0.974	0.124	0.933
17	Cn1nnnc1COc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0	0.894	0.096	0.943
17	Cc1ccccc1C(=O)Nc1cccc(Oc2ccc(C(F)(F)F)cn2)c1	1.0	0	0.835	0.05	0.983
17	Cc1n(Cc2ccc(C(=O)CCl)cc2)c2cccc(F)c2c1O	1.0	0	0.917	0.067	0.963
17	O=C(O)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2)CC1	1.0	0	0.887	0.053	0.984
17	CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.943	0.081	0.977
17	O=C(c1ccncc1)c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Br)cc1	1.0	0	0.951	0.09	0.981
17	Cc1nnnn1Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	1	0.983	0.102	0.962
17	CCCCc1nc2nc(N)nn2c(O)c1Cc1cccc(Cl)c1	1.0	1	0.999	0.198	0.935
17	CC(=O)c1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)c2ccncc2)cc1	1.0	0	0.805	0.063	0.985
