SMILES	Valid	Desired	CDPKit_ROCS_Aggregate_5refs_TanimotoCombo	SA	Total
Nc1ccc(SSc2ccc(Cl)cc2)cn1	1.0	1.0	1.011	2.496	1.7535000185966492
Cc1cc(Cl)cc(NC(=O)c2ccccc2)c1C	1.0	0.0	0.792	1.556	1.1739999978542328
Cc1cc(S(=O)(=O)Nc2c(C)ccc(F)c2C)ccc1OCc1cccc(Cl)c1	1.0	0.0	0.745	2.173	1.4590000023841858
O=C(c1cccnc1)N(Cc1ccc(Cl)cc1)c1ccccc1	1.0	1.0	1.067	1.792	1.4295000157356261
Cc1ccc(C(=O)c2ccc(C)c([IH2])c2)c(C(N)C(=O)c2ccccc2)c1	1.0	0.0	0.0	3.176	1.588
Cc1cnc(Cl)nc1N1CCC(C(=O)NCc2ccc(Cl)cc2)CC1	1.0	0.0	0.741	2.185	1.46299999833107
CCOc1ccc(NS(=O)(=O)c2ccc(C)cc2)cc1	1.0	0.0	0.881	1.526	1.2034999911785125
COc1ccccc1NC(=O)C(=O)Nc1cccc(C)c1	1.0	0.0	0.817	1.614	1.2154999859333038
CC(C)n1cc(S(=O)(=O)c2ccc(Br)cc2)c2cccnc21	1.0	1.0	0.991	2.344	1.6674999983310699
COc1ccc(CC2CCCN2C(=O)c2ccc(Cl)cn2)cc1	1.0	1.0	0.957	2.448	1.7025000085830688
CCc1cccc(C(=O)c2ccc(C)c(C)c2)c1Cl	1.0	1.0	0.918	1.894	1.4059999914169312
COc1cc(Cl)cnc1C(=O)NCc1ccccc1C	1.0	1.0	0.907	1.957	1.4320000026226043
O=C(COc1ccccc1)OCC(=O)c1ccccc1	1.0	0.0	0.787	1.519	1.1530000002384186
CC(=O)C(C(=O)c1ccc(Cl)cc1)C(=O)c1ccc(Cl)c([N+](=O)[O-])c1	1.0	1.0	0.936	2.714	1.8249999947547912
O=C(NC(=O)c1ccc(Cl)cc1Cl)c1ccccc1S	1.0	0.0	0.899	2.078	1.4884999945163726
O=C(CCc1ccc(Cl)cc1)c1ccc(O)cc1	1.0	1.0	0.926	1.581	1.2534999995231628
COc1ccccc1C(=O)c1ccc(Cl)cc1	1.0	1.0	0.967	1.423	1.1950000038146973
O=C(Nc1cccc(F)c1)c1cccnc1NCc1ccc(Cl)cc1	1.0	0.0	0.894	1.835	1.3644999969005585
O=C(Nc1ccccc1F)c1ccccc1Oc1ccccc1	1.0	1.0	1.193	1.541	1.3669999794960022
O=C(c1ccc(F)cc1F)c1cccn1-c1ccccc1	1.0	1.0	1.008	2.035	1.5215000081062318
O=C(O)c1ccccc1OCc1ccc(Cl)cc1Cl	1.0	1.0	1.035	1.662	1.3484999833106994
Cc1ccc(OCc2ccc(F)cc2)cc1	1.0	0.0	0.893	1.289	1.09100000333786
Cc1ccccc1NS(=O)(=O)c1ccc(Cl)c2ccccc12	1.0	0.0	0.825	1.782	1.3034999940395355
COc1ccccc1CC(=O)Nc1nc(C)ccc1C	1.0	0.0	0.848	1.883	1.3654999949932098
CC(Nc1ncc(Cl)c(Oc2cccc(S(=O)(=O)C(F)(F)F)c2)n1)C1CC1	1.0	0.0	0.763	3.16	1.961500005722046
O=c1ccc2ccccc2c(CNc2ccc(Cl)cc2)c1	1.0	1.0	0.963	1.872	1.4174999997615814
CCCC(=O)N1CCC(NS(=O)(=O)c2ccc(Cl)cc2Cl)C1c1ccc(F)cc1	1.0	0.0	0.807	3.117	1.9619999907016754
Cc1ccccc1Oc1ccc(C(=O)N(C)C)cc1	1.0	0.0	0.895	1.587	1.2409999904632567
COc1ccc(C(=O)NCc2ccc(Cl)cc2)cc1	1.0	1.0	0.965	1.351	1.1579999868869781
COc1nn(C)c(OS(C)(=O)=O)c1SC	1.0	0.0	0.797	3.138	1.967499995470047
COCCn1c(SCC(=O)NC2CCCCC2)nnc1-c1ccc(OC)cc1	1.0	0.0	0.756	2.137	1.4464999911785126
O=S(=O)(NCCCN1CCCC1)c1ccccc1	1.0	0.0	0.827	1.7	1.2635000109672547
COc1ccc(C(C)C)cc1CC(=O)c1ccc(Cl)cc1	1.0	1.0	1.005	1.796	1.4004999976158143
CCc1ccc(S(=O)(=O)NOCc2ccccc2)cc1	1.0	0.0	0.856	1.872	1.3640000030994415
CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1	1.0	1.0	0.925	1.578	1.2515000059604646
Cc1ccc(Nc2nccc(C)c2N)cc1	1.0	1.0	0.909	1.854	1.3814999897480011
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1	1.0	1.0	0.937	1.671	1.3039999883174898
O=C(O)c1cccc(S(=O)(=O)c2ccccc2)c1	1.0	1.0	0.931	1.601	1.265999997138977
Cc1ccc(Cl)cc1NC(=O)CNC(=O)c1ccccc1	1.0	0.0	0.895	1.519	1.206999990463257
Cc1ccc(S(=O)(=O)c2ccc(Cl)cc2Oc2ccc(Cl)cc2)cc1	1.0	1.0	0.97	1.906	1.4380000143051146
CC(=O)NC(=S)Nc1cc(Cl)cc(Cl)c1	1.0	0.0	0.898	2.052	1.4750000009536743
COc1ccc(Oc2ccc(OC)cc2)cc1	1.0	1.0	0.94	1.162	1.050999998807907
CC(=O)c1ccc(S(=O)(=O)NCC(=O)O)cc1	1.0	0.0	0.769	1.788	1.2784999969005586
Cc1ccc(C(=O)Nc2ccc(C(=O)c3cccc(Cl)c3)cc2)cc1	1.0	0.0	0.702	1.596	1.1490000109672547
NCCCN(C(=O)CN)c1ccc(Cl)c(Cl)c1	1.0	1.0	1.063	2.287	1.674999981880188
CC(=O)Nc1cc(Cl)ccc1NS(=O)(=O)c1cccc(Cl)c1C	1.0	0.0	0.879	2.025	1.4520000040531158
Clc1ccc(Oc2c(Br)cccc2Br)cc1	1.0	1.0	0.956	1.801	1.3784999852180482
Cc1cccc(NS(=O)(=O)c2ccc3cc(C)ccc3c2)c1	1.0	1.0	0.908	1.748	1.3279999961853028
CC(=O)Nc1ccc(S(=O)(=O)NCCc2ccc(C)cc2)cc1	1.0	0.0	0.839	1.697	1.2679999933242798
Cc1ccc(S(=O)(=O)NCCc2ccccc2)cc1	1.0	1.0	0.937	1.497	1.2169999883174896
O=C(O)CC(=O)c1ccc(Cl)c(Cl)c1	1.0	0.0	0.866	1.845	1.3554999983310698
Oc1ccccc1OC(c1ccccc1)c1ccccc1O	1.0	1.0	0.969	2.396	1.682499990940094
COc1ccc(OCc2ccccc2)cc1	1.0	0.0	0.872	1.187	1.0294999895095827
CCCC(=O)NC(=O)c1ccc(Cl)cc1F	1.0	1.0	0.949	1.836	1.3925000004768373
C=CCOc1ccc(CNc2ccc(Cl)cc2)cc1	1.0	0.0	0.886	1.702	1.2939999887943268
CCCC(=O)N(Cc1ccc(Cl)cc1)c1ccc(Cl)cc1	1.0	1.0	1.159	1.793	1.4760000195503236
NC(=O)c1cccc(Oc2ccc(Cl)cc2Cl)c1N	1.0	1.0	1.055	1.976	1.5154999737739563
Cc1ccccc1OCCC(=O)NCCc1ccc(Cl)cc1Cl	1.0	0.0	0.78	1.845	1.3124999856948851
CC(C)c1ccc(C(=O)Nc2ccc(Cl)cc2)cc1	1.0	0.0	0.821	1.4	1.1104999899864196
Cc1cc(SC(=O)c2ccccc2Cl)ccc1O	1.0	1.0	0.963	2.188	1.5754999997615815
Cc1ccc(C(=O)c2ccc(Cl)cc2C#N)cc1	1.0	0.0	0.897	1.845	1.3710000073909758
Oc1ccccc1CCCOc1cccc(Cl)c1	1.0	0.0	0.894	1.709	1.3014999969005585
O=C(C1=C(O)C(=O)N1Cc1ccccc1)c1ccncc1	1.0	1.0	0.966	2.301	1.633500010251999
COC(=O)c1cc(Cl)ccc1OS(=O)(=O)Oc1ccc(C(C)(C)C)cc1	1.0	0.0	0.831	2.282	1.556499985218048
O=C(O)c1c(Cl)cc(Cl)cc1Oc1ccc(Cl)c(Cl)c1	1.0	1.0	1.181	2.075	1.6279999971389771
O=C(O)CCC(=O)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.959	1.706	1.3324999957084656
Cc1ccc(C(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	1.0	0.988	1.515	1.2514999878406523
CC(=O)ON(C)Cc1ccc(Cl)cc1	1.0	1.0	0.932	2.277	1.6044999907016755
Fc1ccccc1NCCc1ccccc1	1.0	0.0	0.818	1.42	1.1190000092983245
O=S(=O)(Nc1ccc(Cl)cc1)c1ccccc1	1.0	1.0	1.071	1.403	1.2369999899864197
O=C(Cc1ccccc1)Nc1ccn(Cc2ccccc2)n1	1.0	0.0	0.838	1.73	1.2839999997615814
Cc1cc(Cl)ccc1NS(=O)(=O)c1cccc(-c2ccc(Cl)cc2)c1	1.0	1.0	0.982	1.793	1.38749999666214
Cc1ccc(S(=O)(=O)N(C(=O)c2ccccc2C)c2ccc(C)cc2Cl)cc1	1.0	0.0	0.843	2.137	1.4899999973773956
O=S(=O)(NCCBr)c1ccccc1	1.0	0.0	0.796	1.865	1.3305000019073487
O=C(c1ccccc1)c1cccc(F)c1Cl	1.0	0.0	0.844	1.652	1.247999990940094
COc1cc(Cl)ccc1C(=O)NCc1ccccn1	1.0	1.0	0.903	1.744	1.3234999985694884
COc1ccc([N+](=O)[O-])cc1Cl	1.0	0.0	0.749	1.623	1.1860000064373017
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2ccc(Cl)cc2)cc1	1.0	0.0	0.843	1.957	1.3999999973773956
O=C(c1ccc(Cl)nc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	1.006	1.904	1.455000020980835
Cc1ccc(-c2ccc(Cl)cc2COc2ccc(C(=O)O)cc2)cc1	1.0	0.0	0.894	1.745	1.3194999969005585
COc1ccc(CNc2ccc(C)cc2)cc1	1.0	0.0	0.867	1.36	1.1134999918937685
Cc1nnc(SCc2cc(Cl)ccc2C)s1	1.0	0.0	0.896	2.12	1.5080000138282776
Fc1ccc(CNc2ccccc2)cc1F	1.0	1.0	0.969	1.506	1.237499990940094
Cc1cc(Cl)ccc1NC(=O)CSc1ncnc(N)n1	1.0	1.0	0.992	2.18	1.5859999918937684
Cc1ccc(S(=O)(=O)C(=O)NCCN(C)C)cc1C	1.0	1.0	0.943	2.43	1.6865000092983247
Cc1ccc(S(=O)(=O)Nc2ccccc2CF)cc1	1.0	0.0	0.895	1.873	1.383999990463257
O=S(=O)(NCCOc1ccccc1)c1cccc(F)c1O	1.0	0.0	0.878	2.018	1.4480000104904174
CC(C)(C)c1ccccc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1	1.0	0.0	0.892	1.918	1.4050000097751618
CCCC(=O)Nc1cc(Cl)ccc1N1C(=O)CCC1=O	1.0	1.0	0.92	2.11	1.5150000083446502
COc1cc(Br)c(Br)cc1S(=O)(=O)c1ccc(F)cc1	1.0	1.0	0.908	2.127	1.5174999961853026
CC(C)(C)c1ccc(NC(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	0.0	0.86	1.621	1.2405000071525574
Cc1ccc(CC(=O)c2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0.0	0.856	1.959	1.4075000030994416
O=C(NCc1ccc(Cl)cc1Cl)c1ccccc1	1.0	1.0	0.968	1.472	1.2199999973773956
O=C(c1ccncc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	1.038	1.76	1.3989999938011168
COc1cc(C(=O)c2ccc(Br)cc2)ccc1N	1.0	1.0	0.996	1.749	1.3724999959468842
COc1cc(C(=O)NCc2cccc(Cl)c2[N+](=O)[O-])ccc1O	1.0	0.0	0.897	2.134	1.515500007390976
O=C(Nc1cccc(Cl)c1)c1ccnn1CCc1ccncc1	1.0	0.0	0.872	2.105	1.4884999895095825
CC(=O)Nc1cccc(S(=O)(=O)Nc2cccc(Cl)c2)c1	1.0	1.0	0.906	1.716	1.311000009059906
Cc1nc(CC(=O)Nc2ccc(Cl)cc2)no1	1.0	1.0	0.992	1.947	1.4694999918937683
COc1nn2cc(-c3ccc(O)cc3)nc2cc1Oc1ccc(Cl)cc1	1.0	1.0	0.989	2.438	1.7135000112056733
Cc1ccc(F)cc1Cc1ccc(Cl)cc1O	1.0	1.0	1.029	1.924	1.4765000219345092
COc1cccc(Sc2ccc(Cl)cc2N)c1N	1.0	1.0	0.997	2.278	1.6374999895095825
Cc1ccc(C(=O)NCCc2ccccc2)c(C)c1-c1cccc(F)c1F	1.0	0.0	0.764	2.013	1.3884999992847442
O=C(c1ccc(Cl)cc1)c1cccc(OCCNc2ccccc2)c1	1.0	0.0	0.758	1.735	1.2465000081062318
NC(=O)c1cc(Cl)n(Cc2ccc(Cl)cc2)n1	1.0	1.0	1.049	2.18	1.6145000123977662
Cc1ccccc1NC(=O)c1cccn1S(C)(=O)=O	1.0	0.0	0.89	2.162	1.5259999928474426
CC(=O)Nc1ccc(SCC(=O)NC(C)(C)C)cc1	1.0	0.0	0.777	1.886	1.3315000050067902
COc1cccc(N2CCCC(c3ccccc3)C2C)n1	1.0	1.0	0.92	2.953	1.9365000083446502
Cc1ccc(S(=O)(=O)Nc2cc(Cl)cc(Cl)c2)cc1	1.0	0.0	0.879	1.742	1.3105000040531158
Cc1ccccc1Oc1ccc(C(=O)NO)cc1O	1.0	1.0	0.938	1.927	1.4325000116825104
O=C(O)c1ccccc1Cc1ccccc1S(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	1.129	2.146	1.6374999742507934
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)ccc1Cl	1.0	1.0	0.957	1.754	1.3555000085830688
O=S(=O)(NCCCN1CCCCCC1)c1ccccc1O	1.0	0.0	0.822	2.013	1.4175000133514404
Cc1ccc(C)c(SCc2nc(-c3ccc(Cl)cc3)c(-c3ccccc3)s2)c1	1.0	0.0	0.869	2.214	1.5415000088214874
COc1ccc(C(=O)c2ccc(Cl)cc2C(=O)c2ccc(Cl)cc2)cc1	1.0	0.0	0.885	1.786	1.3354999952316284
O=C(Nc1ccc(F)cc1)c1ccccc1Oc1ccccn1	1.0	1.0	1.055	1.735	1.3949999737739565
Cc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	0.941	1.718	1.3294999923706055
O=C(COC(=O)c1ccccc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.988	1.593	1.2904999878406525
Oc1nc2ccccc2n1Cc1cccc(F)c1N1CCOCC1	1.0	0.0	0.873	2.443	1.6580000128746033
Cc1ccc2c(-c3ccccc3)cc(Br)nc2n1	1.0	0.0	0.848	2.212	1.52999999499321
Cc1ccc(C(=O)Nc2ccc(F)cc2)cc1N	1.0	0.0	0.778	1.548	1.1629999985694885
O=CC(=O)c1ccc(Cl)cc1Cl	1.0	0.0	0.742	2.054	1.3979999918937682
CC(C)c1ccccc1Sc1ccccc1N	1.0	1.0	0.912	1.976	1.4440000002384186
Cc1cccc(S(=O)(=O)Nc2ccc(Cl)cc2)c1Cl	1.0	1.0	0.959	1.824	1.3914999957084655
Cc1ccc(S(=O)(=O)CCSCc2cccc(Br)c2)cc1	1.0	1.0	1.051	2.039	1.544999999523163
CC(=O)NCCc1ccc(Cl)cc1	1.0	1.0	0.95	1.455	1.2024999940395356
COc1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2C)cc1	1.0	1.0	0.98	1.873	1.4265000095367433
COc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1	1.0	1.0	1.001	1.475	1.2380000233650208
Cc1cccc(NS(=O)(=O)c2cccc(Cl)c2)c1N	1.0	0.0	0.871	1.947	1.4089999959468842
O=C(O)c1ccccc1C(=O)c1ccccc1	1.0	1.0	0.91	1.417	1.1635000131130218
Cc1ccc(CCNC(=O)c2ccc(C)cc2)cc1	1.0	0.0	0.89	1.38	1.1349999928474426
Cc1ccc(SCc2ccccc2CO)cc1	1.0	1.0	0.969	1.808	1.388499990940094
O=C(c1ccc(Cl)c(Cl)c1)c1ccc(F)cc1O	1.0	1.0	1.202	1.852	1.5270000109672548
O=C(O)c1ccc(S(=O)(=O)Nc2ccc(Cl)cc2)cc1	1.0	0.0	0.879	1.559	1.219000004053116
CCCc1ccc(S(=O)(=O)NC(=O)c2ccc(Cl)cc2Cl)cc1	1.0	0.0	0.811	1.865	1.3379999947547914
Cc1ccc(NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	1.009	1.461	1.2349999718666078
Nc1ccc(CCc2ccccc2)cc1	1.0	0.0	0.861	1.392	1.1265000007152557
O=C(Nc1ccc(Cl)cc1)c1cc(Cl)ccc1Cl	1.0	0.0	0.82	1.45	1.1349999964237214
CN(C)c1cccc(C(=O)Nc2ccc(Cl)cc2C(=O)c2ccccc2)c1	1.0	0.0	0.81	1.849	1.329500001192093
Cc1ccccc1C(=O)NNC(=O)c1ccccc1O	1.0	1.0	0.934	1.683	1.3085000076293944
Cc1cc2ccccc2n1CC(=O)c1ccc(Cl)c(Cl)c1	1.0	0.0	0.881	1.937	1.4089999911785127
c1ccc(Oc2ccc(CN3CCCC3)cc2)cc1	1.0	0.0	0.87	1.466	1.1680000023841859
O=C(CNC(=O)c1ccccc1)c1cccnc1	1.0	1.0	0.942	1.687	1.314499985933304
O=C(C=Cc1ccc(Cl)c(C(=O)c2ccc(F)cc2)c1)NO	1.0	0.0	0.838	2.082	1.4599999997615813
COc1ccccc1S(=O)(=O)NCCc1ccc(Cl)cn1	1.0	0.0	0.871	1.989	1.429999995946884
O=C(NC1CCCCC1)c1ccccc1Oc1ccccc1	1.0	1.0	1.005	1.647	1.3259999976158143
Cc1nnc(SCc2ccc(Cl)cc2)c2cnnc(O)c12	1.0	1.0	0.968	2.729	1.8484999973773957
O=C(CNC(=O)c1ccc(Cl)cc1Cl)NS(=O)(=O)c1ccccc1	1.0	0.0	0.857	1.899	1.37799999666214
COc1ccccc1C(=O)Nc1ccc(Cl)cc1C(=O)O	1.0	1.0	0.92	1.603	1.2615000083446501
Cc1ccc(C(=O)c2cccc(Oc3ccccc3)c2)cc1	1.0	1.0	0.929	1.539	1.2340000100135802
CC(=O)Nc1cccc(NS(=O)(=O)c2cccc(Cl)c2)c1C	1.0	0.0	0.863	1.867	1.3649999878406525
O=C(c1ccccn1)N(Cc1ccccc1)c1ccccc1	1.0	1.0	0.98	1.732	1.3560000095367433
O=C(CCc1ccccc1)c1cccnc1Cl	1.0	0.0	0.809	1.764	1.2865000076293946
Cn1nc(C(=O)Nc2ccccc2)c2ccccc21	1.0	0.0	0.826	1.686	1.2559999876022339
Cc1cccc(COc2cccc(Cl)c2)c1	1.0	1.0	0.938	1.466	1.2020000116825105
O=C(O)c1ccccc1Oc1ccccc1	1.0	1.0	1.001	1.396	1.1985000233650207
CCCCNS(=O)(=O)c1ccc(C)cc1C	1.0	1.0	0.941	1.79	1.3654999923706055
O=C(NCc1ccccc1)c1cccnc1Oc1ccccc1	1.0	1.0	0.953	1.661	1.307000004529953
Cc1ccc(C(=O)c2ccc(Cl)cc2C(=O)c2ccc(Cl)cc2)c(Cl)n1	1.0	1.0	0.903	2.133	1.5179999985694885
O=S(=O)(c1ccccc1)c1oc2ccccc2c1-c1ccc(Cl)c(Cl)c1	1.0	0.0	0.9	2.233	1.566499988079071
O=C(c1ccc(Cl)cc1)c1ccccc1OC(F)(F)F	1.0	1.0	1.021	1.8	1.4105000138282775
O=C(NCCc1ccccn1)c1ccccc1O	1.0	0.0	0.858	1.723	1.2904999902248382
O=C(c1ccc(Cl)c(Cl)c1)N1CCN(Cc2ccccc2)CC1	1.0	1.0	0.967	1.638	1.3025000038146972
Fc1ccc(OCc2ccc(Cl)cc2)cn1	1.0	1.0	0.961	1.79	1.3755000126361847
O=C(CCc1ccc(Cl)cc1)OCc1ccc(Cl)cc1Cl	1.0	0.0	0.833	1.749	1.2910000021457673
O=C(NCCc1ccc(Cl)cc1)c1cccc(Cl)c1Cl	1.0	0.0	0.827	1.669	1.2480000109672547
COc1ccc(C(=O)Cc2ccc(Cl)cc2)cc1	1.0	1.0	1.035	1.452	1.2434999833106994
Cc1ccc(C(=O)c2ccc(Cl)cc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	0.0	0.898	1.865	1.3815000009536744
O=S(=O)(NCCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(Cl)cc1	1.0	0.0	0.726	2.205	1.4655000054836274
O=C(O)c1ccccc1OCc1ccccc1Cl	1.0	1.0	0.923	1.537	1.2299999890327453
O=C(COC(=O)c1ccc(Cl)cc1)c1ccccc1	1.0	0.0	0.759	1.439	1.09900000166893
Clc1ccc(Oc2ccccc2)cc1Cl	1.0	1.0	1.043	1.419	1.2309999914169312
COc1ccccc1NS(=O)(=O)c1ccc(Cl)cc1F	1.0	1.0	0.993	1.768	1.3804999854564666
O=C(NCc1ccccc1)c1ccc(O)cc1O	1.0	1.0	0.94	1.605	1.272499998807907
CCCCC(=O)N1CC(=O)C(c2ccc(O)cc2)C1	1.0	1.0	0.969	2.817	1.892999990940094
CCOc1ccc(CC(=O)O)cc1	1.0	0.0	0.782	1.416	1.0990000026226043
O=C(O)CCCNS(=O)(=O)c1ccc(Cl)cc1Cl	1.0	1.0	0.921	1.932	1.4265000019073486
CC(C)(O)c1ccccc1CC(=O)c1ccc(Cl)cc1N	1.0	1.0	1.015	2.202	1.6084999928474426
CC(=O)NCCc1ccccc1	1.0	0.0	0.759	1.324	1.04150000166893
COc1ccc(OCc2ccc(F)cc2)cc1	1.0	0.0	0.874	1.308	1.0910000064373016
O=S(=O)(O)c1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl	1.0	1.0	1.016	1.97	1.4930000162124633
Cc1ccc(S(=O)(=O)CC(=O)N2CCOCC2)cc1O	1.0	1.0	0.937	2.244	1.5904999883174897
O=C(Nc1ccc(Cl)cc1)c1cc(Cl)ncc1Cl	1.0	0.0	0.861	1.81	1.3355000007152558
Cc1cccc(C(=O)c2cc(F)ccc2O)c1	1.0	1.0	0.98	1.72	1.350000009536743
O=C(c1ccccc1)c1ccc(O)cc1Nc1cccc(Cl)c1	1.0	1.0	0.952	1.856	1.4040000109672546
O=C(O)CCCCc1ccc(Cl)cc1NS(=O)(=O)c1cccc(Cl)c1Cl	1.0	0.0	0.845	2.192	1.5185000143051148
Cn1c(NC(=O)c2ccc(Cl)cc2Cl)nc2ccccc21	1.0	1.0	0.902	1.914	1.40800000500679
Cc1nnc(NS(=O)(=O)c2ccc(Cl)cc2Cl)s1	1.0	0.0	0.895	2.179	1.5369999904632567
CC(CN)NC(=O)c1cccc(Cl)c1	1.0	0.0	0.88	2.223	1.5514999976158141
CC(=O)Nc1ccc(NC(=O)c2cccc(Cl)c2Cl)cc1C	1.0	0.0	0.791	1.778	1.2845000042915344
CCCNC(=O)NCCCc1cccc(OC)c1	1.0	0.0	0.822	1.706	1.2640000133514404
CCOC(=O)CNC(=O)c1ccccc1	1.0	0.0	0.835	1.422	1.1284999892711638
Oc1ccc(Oc2ccc(Cl)cc2)cc1	1.0	1.0	1.012	1.418	1.2149999823570252
CS(=O)(=O)c1ccc(C(=O)Nc2ccc(C(=O)c3ccccc3)cc2)cc1	1.0	0.0	0.61	1.667	1.1385000071525573
O=C(O)c1ccc(S(=O)(=O)NCc2ccccc2)cc1	1.0	0.0	0.859	1.541	1.200000013589859
Oc1cncc(SCCc2ccccc2)n1	1.0	1.0	0.93	2.433	1.6815000035762786
Cc1cnn(CC(=O)c2noc(-c3ccccc3)c2C(F)(F)F)c1	1.0	1.0	0.951	2.714	1.8324999876022339
CCc1c(C)nnn1-c1ccc(Cl)cc1OS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.025	2.528	1.776499988079071
Cc1ccc(C(=O)NCc2ccccc2)cc1	1.0	0.0	0.85	1.218	1.034000011920929
CCc1ccccc1Oc1ccc(C(C)=O)cc1	1.0	0.0	0.88	1.573	1.2264999976158142
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1	1.0	1.0	0.945	1.95	1.4474999964237214
Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1F	1.0	1.0	0.968	1.866	1.4169999973773957
O=S(=O)(NCCOc1ccccc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.947	1.742	1.3445000133514404
Cc1ccc(C(=O)c2ccc(C)cc2N)cc1	1.0	0.0	0.834	1.655	1.2444999957084657
CCOC(=O)c1nnn(Cc2ccc(Cl)cc2)c1O	1.0	1.0	1.093	2.234	1.663500027179718
O=C(NCCc1ccc(Cl)cc1Cl)c1cccc(Cl)c1	1.0	0.0	0.819	1.689	1.254000002861023
Cc1cncc(C(=O)Nc2ccc(Cl)c(Cl)c2)c1Cl	1.0	1.0	0.999	2.066	1.5325000064373016
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(F)cc2F)cc1	1.0	0.0	0.883	1.763	1.3230000081062316
CCCC(=O)NCCSc1ccccn1	1.0	0.0	0.782	2.038	1.4100000026226043
O=C(O)c1cccc(Oc2cccc(Cl)c2)c1	1.0	1.0	1.031	1.56	1.295500009059906
O=C(NCCF)c1cccnc1Oc1ccc(Cl)c(Cl)c1	1.0	1.0	1.102	2.168	1.6349999990463258
O=S(=O)(Nc1ncc(Br)cn1)c1cc(Br)ccc1Cl	1.0	1.0	0.911	2.242	1.5765000066757202
Cc1cccc(C(=O)NCc2ccccc2F)c1Cl	1.0	1.0	0.902	1.754	1.3280000050067902
O=S(=O)(c1cccc(Cl)c1)c1ccc(Cl)cc1Cl	1.0	1.0	0.992	1.863	1.4274999918937683
COc1cc(Br)c(Br)cc1[S+](C)[O-]	1.0	0.0	0.692	3.973	2.3324999859333038
CCOC(=O)c1cc(-c2cccc(Br)c2)ncn1	1.0	1.0	0.938	2.056	1.4970000116825104
Cc1ccc(C(=O)c2ccc(Cl)cc2C(=O)c2ccccc2F)cn1	1.0	0.0	0.89	2.054	1.4719999928474425
Fc1ccc(OCCCN2CCN(Cc3ccccc3)CC2)cc1	1.0	0.0	0.767	1.648	1.2075000097751616
CCOc1cccc(C(=O)NCc2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	0.0	0.0	2.035	1.0175
O=C(O)c1ccccc1Cc1ccc(Cl)cc1Oc1ccccc1	1.0	1.0	0.954	1.843	1.3984999980926514
CN(C)c1ccc(NS(=O)(=O)c2ccc(Cl)c(Cl)c2)cc1	1.0	0.0	0.853	1.819	1.335999992609024
Cn1ccnc1P(=O)(c1ccccc1)c1ccccc1F	1.0	1.0	0.968	3.161	2.0644999973773954
COc1ccccc1Cc1c(C)nnn1O	1.0	0.0	0.896	2.544	1.7200000138282776
Cc1nn(CC(=O)NCCc2ccccc2)c2ccccc12	1.0	0.0	0.815	1.808	1.311499998807907
Cc1cc(Cl)ccc1NC(=O)c1ccc(Cl)cc1Oc1ccccc1	1.0	1.0	1.093	1.751	1.422000027179718
Cc1ccc(S(=O)(=O)C(C)C)cc1	1.0	0.0	0.74	1.657	1.1985000047683716
Cc1ccc(SCC(=O)c2ccccc2)cc1N	1.0	0.0	0.879	1.843	1.3610000040531158
OCCCCOc1ccccc1OCC(F)(F)F	1.0	0.0	0.838	1.918	1.3779999997615815
O=C(NCCc1ccccc1)Nc1ccc(Cl)cc1	1.0	1.0	0.933	1.423	1.1780000140666962
Cc1ccc(F)c(O)c1OC(=O)c1ccccc1F	1.0	1.0	0.929	2.102	1.5155000100135803
O=S(=O)(c1ccccc1)c1ccccc1	1.0	0.0	0.773	1.321	1.0470000009536742
Cc1ccc(CN(C(=O)c2ccc(Cl)cc2)C2CC2)cc1	1.0	1.0	0.995	1.684	1.3395000023841859
