SMILES	Valid	Desired	ROCS_CCR2	SA	Total
Cc1ccc(NC(=O)c2ccccc2)cc1Cl	1.0	0.0	0.879	1.329	1.1040000040531157
COc1ncc(Cl)nc1Nc1cc(Cl)ccc1N	1.0	1.0	0.963	2.464	1.7134999997615814
O=C(c1ccncc1)c1cc(Cl)ccc1Oc1ccc(F)cc1Cl	1.0	1.0	1.038	2.017	1.527499993801117
O=C(c1ccccc1)c1cc(O)c(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.05	2.029	1.539499976158142
COc1nc(Cl)c(CC(=O)c2ccc(Cl)cc2)c(Oc2cccc(Cl)c2)n1	1.0	0.0	0.844	2.386	1.614999990940094
O=S(=O)(Nc1cc(Cl)ccc1Cn1cnnn1)c1cc(Cl)ccc1Cl	1.0	1.0	1.225	2.405	1.8150000119209289
O=S(=O)(Oc1c(F)cc(Cl)cc1I)c1ccc(Br)cc1	1.0	1.0	0.951	2.352	1.6514999876022338
Cc1cnn(C(=O)c2ccccc2)n1	1.0	1.0	0.934	2.435	1.6845000076293946
CCOc1ccc(NC(=O)CCc2ccccc2)cc1	1.0	1.0	0.944	1.392	1.168000002861023
O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(Cl)cc1	1.0	1.0	0.999	1.481	1.2400000064373016
Cc1ccc(CN2C(=O)C(=O)NC3CCCCC32)cc1	1.0	1.0	1.157	3.039	2.097999972820282
CCOc1ccc(C(=O)NCc2ccccc2)cc1	1.0	1.0	0.922	1.324	1.122999995470047
O=C(NCc1ccccc1)c1ccccc1	1.0	1.0	0.959	1.142	1.0504999957084655
Clc1ccc(CSCc2ccccc2)cc1Cl	1.0	1.0	0.922	1.685	1.303499995470047
O=C(CN1CCN(Cc2ccccc2)CC1)Nc1ccccc1Cl	1.0	0.0	0.799	1.609	1.204000012397766
O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(F)cc1	1.0	1.0	1.0	1.488	1.244
Cc1ccc(CN2C(=O)N(c3ccc(C)cc3)C(=O)C2C)cc1	1.0	1.0	1.133	2.42	1.7765000081062317
COc1ccc(N2C(=O)c3ccc(Cl)cc3C2=O)cc1	1.0	1.0	1.038	1.719	1.378499993801117
CC(=O)Cc1ccc(S(=O)(=O)N2CCN(C)CC2)cc1	1.0	1.0	0.969	1.907	1.437999990940094
Cc1ccc(NC(=O)C2CC2)cc1	1.0	0.0	0.849	1.305	1.076999988555908
CC(=O)c1ccccc1C(=O)NCc1ccccc1	1.0	1.0	0.95	1.488	1.2189999940395355
O=C(Nc1ccc(Br)cc1C1CCCCC1)c1ccc(Cl)cc1	1.0	1.0	0.924	1.875	1.3995000123977661
Clc1cccc(COc2ccccc2-c2ccccc2)c1	1.0	1.0	1.135	1.499	1.3169999952316285
Cc1ccc(C(=O)c2cc(Cl)cc(Cl)c2NS(=O)(=O)c2ccc(C)nc2)cc1	1.0	1.0	1.015	2.273	1.6439999928474427
COc1ccc(C(=O)CN2C(=O)c3ccccc3C2=O)cc1	1.0	1.0	1.011	1.702	1.3565000185966491
Oc1ccc(Cn2ccc3ccccc32)c(O)c1	1.0	1.0	1.014	2.026	1.5200000290870666
Cc1ccc(CS(=O)(=O)c2ccc(Cl)cc2)cn1	1.0	1.0	0.975	1.904	1.439500011920929
Cc1ccc(OS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1.0	1.049	1.615	1.3320000123977662
Cc1ccc(C(=CC(=O)Nc2ccc(Cl)c(Cl)c2)c2ccccc2)cc1	1.0	1.0	0.973	1.921	1.44699999499321
Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(F)cc2)cn1	1.0	1.0	1.035	2.052	1.5434999833106995
O=C(c1ccccc1)C(CS)Cc1ccccc1O	1.0	1.0	1.007	2.533	1.769999984741211
COc1ccc(N2C(=O)c3ccc(C)cc3C2C(=O)c2ccccc2)cc1	1.0	1.0	1.065	2.539	1.8020000286102296
COc1cc(Cl)ccc1NS(=O)(=O)c1ccc(C)cc1	1.0	1.0	1.085	1.658	1.3715000190734863
Cc1ccc(NC(=O)C(C)(C)c2ccccc2)cc1O	1.0	1.0	0.969	1.939	1.453999990940094
Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	1.076	1.845	1.4604999876022338
Cc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1F	1.0	1.0	1.073	1.866	1.4694999771118165
CC1Cn2cc(C(C)(C)C)nc2N1	1.0	0.0	0.741	3.902	2.32149999833107
O=C(C1CCCCCC1)N1CCCC1	1.0	1.0	0.981	1.671	1.3260000030994417
COc1nn2c(O)cc(C(=O)O)nc2c1Cl	1.0	1.0	1.07	2.903	1.9865000262260437
O=[N+]([O-])c1cc(Cl)ccc1N1CCCCC1	1.0	1.0	0.984	1.809	1.396500013589859
Cc1cc(SC(=O)c2ccc(Cl)cc2)cc(C)c1F	1.0	1.0	1.063	2.296	1.679499981880188
CCOc1ccc(C(=O)Nc2ccc(S(=O)(=O)N3CCCCCC3)cc2)cc1	1.0	0.0	0.719	1.778	1.248499990940094
Cc1cc(C)n(CC(=O)c2ccc(Cl)cc2)n1	1.0	1.0	0.995	1.846	1.4205000023841858
Cc1ccc(C(=O)Nc2ccc(Cl)cc2C(=O)Nc2ccccc2)cc1	1.0	0.0	0.884	1.586	1.2350000016689302
Cc1ccc(S(=O)(=O)Nc2ccc(Cl)c(Cl)c2)cc1	1.0	1.0	0.997	1.606	1.3014999895095825
N#Cc1cccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)O)c1	1.0	1.0	0.972	1.975	1.4735000014305115
CC(=O)NC(=O)NCc1ccccc1Cc1ccccc1	1.0	1.0	0.969	1.809	1.388999990940094
CNC(=O)c1ccc(-c2cc(OC)ccc2OC)cc1	1.0	1.0	1.004	1.603	1.3034999742507933
CCc1ccc(C)c(NC(=O)Nc2cccc(Cl)c2)c1Cl	1.0	0.0	0.845	2.035	1.4400000143051148
COc1ccc(NC(=O)c2ccc(C)cc2)cc1	1.0	0.0	0.854	1.243	1.0484999861717226
Cc1cccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)O)c1	1.0	1.0	0.989	1.797	1.393000011205673
Cc1cn(C)c(Cc2ccc(Cl)cc2)n1	1.0	1.0	0.957	2.193	1.5750000085830689
COc1ncc(Cl)cc1NS(=O)(=O)c1cc(Cl)ccc1O	1.0	1.0	1.021	2.288	1.6545000138282775
Cc1ccc(NC(=O)c2cccc(Cl)c2)cc1	1.0	0.0	0.859	1.315	1.087000013589859
Cc1oncc1C(=O)NCc1ccc(Cl)cc1	1.0	1.0	1.118	1.957	1.537500015258789
Cc1ccc(C(=O)NCCCNc2cccc(O)c2)cc1	1.0	0.0	0.726	1.742	1.2340000054836273
CC(=O)c1ccc(S(=O)(=O)Nc2ccc(Cc3ccccc3)cc2)cc1F	1.0	0.0	0.823	1.893	1.3580000069141387
Cc1ccc(C(=O)N(O)C(c2ccccc2)c2ccccc2)cc1	1.0	1.0	1.201	1.987	1.593999987602234
COc1ccc(Cn2nnc(C(=O)O)c2CO)cc1	1.0	1.0	1.07	2.171	1.6205000262260436
CC(=O)c1ccc(NC(=O)CCc2ccccc2)cc1O	1.0	0.0	0.888	1.709	1.298500005722046
O=C(c1ccncc1)c1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.071	2.005	1.5379999899864196
COc1ccc(S(=O)(=O)N(C)C)cc1	1.0	0.0	0.818	1.498	1.1580000092983247
COc1ccccc1Nc1cc(Cl)nc(N)n1	1.0	0.0	0.894	2.04	1.4669999969005585
O=S(=O)(Cc1ccccc1)c1ccccc1	1.0	1.0	1.076	1.434	1.254999987602234
COc1ccc(NS(=O)(=O)c2cccc(C)c2)cc1	1.0	1.0	0.984	1.546	1.2650000135898591
COc1ccc(Br)cc1C(=O)Nc1ccccc1C	1.0	1.0	0.994	1.536	1.2650000088214874
O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	0.989	1.642	1.3155000112056732
O=C(CCN1C(=O)c2ccccc2C1=O)N1CCOCC1	1.0	1.0	1.03	1.919	1.4744999856948853
Cc1cccc(C(=O)NC(=O)c2ccc(F)cc2)c1	1.0	0.0	0.834	1.532	1.1829999957084656
COc1ccc(S(=O)(=O)Nc2ccc(Br)cc2C(=O)c2ccccc2)cc1	1.0	1.0	1.029	1.841	1.4350000219345094
Cc1cccc(C(=O)NCCNS(=O)(=O)c2ccc(Cl)cc2)c1	1.0	1.0	0.98	1.751	1.365500009536743
COc1ncc(Cl)nc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.075	2.231	1.6530000238418578
O=C(O)c1cc(O)ccc1Nc1ccccc1	1.0	1.0	0.986	1.666	1.3260000007152557
NS(=O)(=O)c1cc(Cl)ccc1NS(=O)(=O)c1ccccc1C(=O)O	1.0	0.0	0.887	2.119	1.5030000121593476
O=C(CN1C(=O)c2ccccc2C1=O)N1CCCC1	1.0	1.0	1.104	1.773	1.4384999861717223
Cc1nc(C)n(-c2ccccc2)c1Cc1ccc(Cl)cc1	1.0	1.0	1.184	2.05	1.6170000076293944
CCOC(=O)c1ccc(NC(=O)CC)cc1F	1.0	0.0	0.807	1.705	1.2559999907016755
COc1cc(N=S(=O)(O)c2ccc(Cl)cc2)c(O)c(C(C)=O)c1O	1.0	0.0	0.809	3.296	2.052500007629394
Cc1ccc(C(=O)c2cc(Cl)ccc2NS(=O)(=O)c2ccc(C#N)cc2)cc1	1.0	1.0	1.032	1.994	1.5129999728202819
O=c1c(Cl)cc(Cl)cn1S(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	0.99	2.257	1.6235000047683716
CCc1ccccc1C(=O)Nc1ccc(C)cc1C	1.0	0.0	0.89	1.569	1.2294999928474426
Clc1ccc(C(=C2CCCCC2)c2ccccc2)cc1	1.0	1.0	1.121	1.92	1.5205000257492065
O=C(C1CCC(=O)N(c2ccc(Cl)cc2)C1N1CCOCC1)N1CCCC1	1.0	1.0	1.052	3.266	2.1590000228881836
CCOc1ccc(CC(=O)O)cc1-c1ccc(Cl)cc1	1.0	1.0	0.972	1.72	1.3460000014305114
Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2C(=O)c2cccc(Cl)c2)cc1	1.0	1.0	1.083	1.903	1.4929999723434448
CCOC(=O)c1ccc(NC(=O)CN2CCCCC2)cc1	1.0	0.0	0.851	1.598	1.2245000054836273
Cc1nnc2ccc(NS(=O)(=O)c3cccc(Cl)c3)cc2c1Cl	1.0	1.0	1.074	2.252	1.663000000476837
O=C(Cc1ccc(Cl)cc1)N=CCc1ccccc1	1.0	1.0	0.971	2.197	1.5840000078678131
Cc1ccc(NC(=O)c2cccc(C(=O)c3ccccc3)c2)cc1	1.0	0.0	0.787	1.525	1.1560000002384185
COc1ccc(N2C(=O)C(=O)N(c3ccccc3OC)C2=O)cc1	1.0	1.0	1.0	2.002	1.501
Cc1ccc(S(=O)(=O)Nc2ccc(Cl)cc2Cl)cc1	1.0	1.0	1.05	1.633	1.341499976158142
Clc1ccc2c(c1)C(c1ncccn1)NCc1cccnc1N2	1.0	1.0	0.904	3.295	2.099499992132187
Cc1nn2ccccc2c1Cc1ccc(Cl)cc1	1.0	1.0	1.216	2.091	1.6534999804496766
Cc1ccc(C(=O)CCC(=O)c2ccc(C)c(F)c2)cc1	1.0	1.0	0.931	1.732	1.3314999971389772
Nc1c(C(=O)c2ccncc2)ccc(O)c1F	1.0	1.0	1.047	2.274	1.6605000252723694
CC(=O)c1ccc(S(=O)(=O)N2CCCCC2c2ccccc2)cc1	1.0	1.0	1.085	2.295	1.6900000190734863
Cc1nc(N)nc(N)c1C(=O)OCc1ccc(Cl)cc1Cl	1.0	1.0	1.218	2.277	1.747500027179718
COc1ccc(CSc2ccc(S(=O)(=O)Nc3cccc(C)n3)cc2)cc1	1.0	0.0	0.88	2.038	1.4589999976158141
CC(=O)NC(=O)c1ccc(Cl)cc1N	1.0	0.0	0.854	1.961	1.4074999861717226
CCN(CC)C(=O)C(Cc1ccccc1)C(=O)OCc1cc(C)c(Cl)cc1Cl	1.0	1.0	0.987	2.77	1.878499994277954
Cc1ccc(C(=O)COC(=O)c2ccc(S(=O)(=O)N3CCCCC3)cc2)cc1	1.0	0.0	0.744	1.864	1.3040000088214874
O=C(C1CC1)N1CCCCC1	1.0	0.0	0.857	1.627	1.2419999966621398
Cc1ccc(C)c(N2C(=O)c3ccccc3C2(O)c2ccccc2)c1	1.0	1.0	1.364	2.652	2.007999981403351
CC(=O)N(c1ccccc1)S(=O)(=O)c1ccccc1	1.0	1.0	1.139	1.806	1.4725000290870667
CCc1cccc(CC)c1NS(=O)(=O)c1ccc(C)cc1C	1.0	1.0	0.985	2.014	1.4995000071525573
CS(=O)(=O)N(C(=O)c1ccccc1)c1ccccc1NC(=O)c1ccccc1N	1.0	0.0	0.794	2.169	1.481500014781952
c1ccc(Oc2cccc(Cn3cccn3)c2)cc1	1.0	1.0	1.027	1.74	1.3834999752044679
CCCCCC(=O)c1ccc(O)cc1	1.0	1.0	0.917	1.581	1.2489999978542328
Cc1ccc(NC(=O)c2cc(C)nn2Cc2ccccc2)cc1	1.0	1.0	1.088	1.768	1.4280000295639037
Cc1ccc(Oc2coc3cc(Br)ccc3c2=O)cc1	1.0	1.0	1.209	2.015	1.6119999957084656
COc1ccc(CC(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	1.086	1.452	1.2689999828338623
CC(=O)C1=C(O)C(=O)N(c2ccc(Cl)cc2Cl)C1O	1.0	1.0	1.307	2.926	2.116500020503998
CCCCCc1ccc(Sc2ccccc2C#N)c(C)c1	1.0	0.0	0.829	2.117	1.4729999980926514
Nc1cccc(C(=O)c2ccccc2)c1	1.0	1.0	0.947	1.496	1.2215000133514404
CSc1ccc(Cc2ccc(F)cc2)cc1	1.0	1.0	0.95	1.61	1.2799999940395357
CN(C)Cc1ccc(N(C)C)c2ccccc12	1.0	1.0	0.916	1.939	1.4275000042915345
CC(=O)c1ccc(OS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1.0	0.924	1.718	1.321000012397766
CCc1ccc(C)c(Sc2cc(C)ncc2C)c1	1.0	1.0	0.93	2.375	1.6525000035762787
O=C(c1ccc(Cl)nc1)c1ccc(F)c(C(F)(F)F)c1	1.0	1.0	0.953	2.154	1.553500004529953
COc1ccn(C)c(=O)c1C#N	1.0	0.0	0.899	2.53	1.7144999945163726
Cc1ccc(CSc2ccccc2)cc1	1.0	1.0	1.052	1.429	1.2405000228881837
Nc1ccc(-c2ccc(F)cc2)c(N)n1	1.0	1.0	1.089	1.949	1.5189999933242797
CCOc1ccccc1-n1c(=O)ccc2cc(S(=O)(=O)Nc3ccc(Cl)cc3)ccc21	1.0	0.0	0.0	2.174	1.087
COc1cc(Cl)cc(C(=O)Nc2ccc(Cl)cn2)c1	1.0	0.0	0.86	1.871	1.3655000071525574
O=C(NCc1cccc(Cl)c1)c1ccccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	0.0	0.897	1.811	1.354000007390976
CN(c1ccc(Cl)cc1)S(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.09	1.696	1.3930000166893004
CC1=C(c2ccccc2)C(C)(C)CCC1=O	1.0	1.0	0.961	2.309	1.6350000126361848
COc1nc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.088	2.032	1.5600000295639038
O=C(c1ccncc1)N1CCCCC1c1ccc(N2CCCCC2)cc1	1.0	1.0	0.97	2.47	1.7200000143051148
Cc1ccc(S(=O)(=O)NCc2cccc(C(=O)O)c2)cc1	1.0	0.0	0.828	1.673	1.250500004529953
COc1ccc(S(=O)(=O)Nc2cc(Cl)ccc2Oc2ccccc2)cc1	1.0	1.0	1.13	1.759	1.4444999976158142
CCOc1ccc(Cl)cc1NS(=O)(=O)c1ccc(C)cc1	1.0	1.0	1.228	1.7	1.4640000224113465
COc1nn2cc(C)nc2nc1Nc1ccc(Cl)cc1	1.0	1.0	1.255	2.575	1.9149999976158143
COc1ccc(Cc2ccc(F)cc2)cc1OC	1.0	1.0	1.12	1.487	1.3035000023841858
COc1cccc(N2C(=O)c3ccccc3C2(O)c2ccccc2)c1	1.0	1.0	1.249	2.581	1.9149999766349792
O=C(c1ccccc1)N(Cc1ccccn1)c1ccccc1	1.0	1.0	1.219	1.719	1.4689999909400941
c1ccc(-c2ccccc2Nc2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1	1.0	0.0	0.837	2.033	1.435000006198883
Cc1ccc(NS(=O)(=O)c2cccc(C)c2)cc1	1.0	1.0	0.974	1.536	1.2549999885559082
Nc1ccc(C(=O)Nc2ccc(Cl)cc2)cc1	1.0	1.0	1.008	1.393	1.2005000081062316
O=C(c1cccnc1)c1ccccc1OCc1cccc(F)c1Cl	1.0	1.0	0.991	2.047	1.51899999833107
c1ccc(-c2nc3cc4ccccc4cc3nc2-c2ccccc2)cc1	1.0	1.0	0.901	1.719	1.310000011444092
COc1cccc(CN2NCc3ccccc3CCCC(=O)NCCCCCCCCCCCCCCC2=O)c1	1.0	0.0	0.0	3.156	1.578
Cc1ccc(-n2c(=O)sc(=O)n2CCc2ccccc2)cc1	1.0	1.0	1.218	2.442	1.830000027179718
CC(C)(C)c1ccc(CCNC(=O)c2ccc(F)cc2)cc1	1.0	0.0	0.84	1.617	1.2284999868869781
COc1ncc(F)nc1NS(=O)(=O)c1ccc(Cl)s1	1.0	1.0	1.06	2.735	1.8974999713897704
Cc1ccc(NC(=O)CCNS(=O)(=O)c2ccccc2)cc1	1.0	1.0	0.937	1.6	1.2684999883174897
Cc1ccc(NS(=O)(=O)c2ccc(C)c(Cl)c2)cc1	1.0	1.0	0.991	1.627	1.3089999983310698
Cc1ccc(C(=O)N2CCCCC2c2cc(C)n(C)n2)cc1	1.0	1.0	1.22	2.628	1.9240000143051148
Cc1ccc(C(=O)OC(C)C(=O)Nc2ccccc2)cc1	1.0	1.0	0.93	1.906	1.4180000035762785
Cc1cccc(C(=O)Nc2ccc(NS(=O)(=O)c3ccc(Cl)c(Cl)c3)cc2)c1	1.0	0.0	0.71	1.815	1.262499989271164
O=C(c1ccc(F)cc1)c1cccnc1	1.0	1.0	0.991	1.587	1.2889999983310698
Cc1cccc(NC(=O)c2ccc(-c3ccccc3)cc2)c1	1.0	0.0	0.761	1.384	1.0724999887943267
Cc1ccc(S(=O)(=O)Oc2cccc(C)c2C)cc1	1.0	1.0	1.046	1.808	1.4270000019073485
O=C(c1cccc(Cl)c1)N1CCC(O)C1	1.0	1.0	1.095	2.194	1.6445000143051147
Cc1ccc(C(=O)Nc2cc(S(=O)(=O)N3CCOCC3)ccc2N2CCCC2)cc1	1.0	0.0	0.855	2.057	1.4560000095367431
Cc1ccc(S(=O)(=O)NCCCCc2ccccc2)cc1Cl	1.0	0.0	0.825	1.757	1.2909999940395354
Cc1nccnc1NS(=O)(=O)c1ccccc1	1.0	1.0	1.001	2.004	1.5025000233650208
O=C(c1ccccc1)c1cn(CC(=O)N2CCCC2)c2ccccc12	1.0	1.0	0.933	1.923	1.4280000140666962
COc1ccc(S(=O)(=O)NCc2ccc(C)cc2)cc1C	1.0	1.0	0.971	1.697	1.3340000078678131
O=C(c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cn1)N1CCCCC1	1.0	0.0	0.87	2.021	1.4455000023841857
Nc1ccc(S(=O)(=O)Cc2ccccc2)cc1	1.0	1.0	1.016	1.647	1.3315000162124635
Cc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)c(F)c1	1.0	1.0	1.025	1.782	1.403499988079071
Nc1cc(CO)ccc1Oc1ccccc1C(=O)O	1.0	1.0	0.912	1.911	1.4115000002384186
O=C(c1ccncc1)c1ccc(Cl)cc1NS(=O)(=O)c1cccc(Cl)c1	1.0	1.0	1.048	2.065	1.5564999890327453
COc1ccc(S(=O)(=O)Nc2ccccc2)cc1	1.0	1.0	0.948	1.39	1.1690000069141386
Cc1ccnc(SCc2ccccc2)n1	1.0	1.0	0.972	1.797	1.3845000014305113
COc1ccc(OS(=O)(=O)c2ccc(C)cc2)cc1	1.0	1.0	0.977	1.621	1.2989999990463257
COc1ccc(C(=O)n2ccc(C)n2)cc1	1.0	1.0	1.008	2.004	1.5060000081062317
Cn1cncc1C(=O)NCCc1ccccc1	1.0	1.0	0.978	1.952	1.464999992609024
COc1nc(Cl)c(C)nc1NS(=O)(=O)c1ccc(Cl)cc1	1.0	1.0	1.072	2.287	1.6795000133514404
Cc1ccc(NC(=O)CSc2ccc(C)cc2)cc1	1.0	1.0	1.051	1.516	1.2834999995231628
O=C(c1ccc(Cl)nc1)N1CCC(c2ccccc2)CC1	1.0	1.0	0.94	1.875	1.407499998807907
COc1ncncc1C(=O)NCCc1cccc(C)c1C	1.0	1.0	1.06	2.178	1.6189999713897705
COc1ccc(OCc2nc(O)cc(C)c2C)cc1	1.0	1.0	1.021	2.167	1.5940000138282775
Cc1ccc(Cl)cc1NS(=O)(=O)Cc1ccc(Cl)cc1	1.0	1.0	0.906	1.818	1.362000009059906
CC(=O)c1ccc(OCCCC(=O)c2cccc(C)c2)cc1	1.0	1.0	0.982	1.708	1.34499999666214
O=C(NCc1ccccc1)c1ccc(Nc2ccccc2)cn1	1.0	0.0	0.885	1.685	1.2849999952316284
CCCOc1ccc(S(=O)(=O)NCc2ccc(C)cc2)cc1	1.0	0.0	0.864	1.667	1.2655000112056731
Cc1cccc(C(=O)NC(=S)Nc2ccccc2)c1	1.0	0.0	0.854	1.562	1.2079999861717226
O=C(NCc1ccco1)c1ccc(Oc2ccccc2)cc1	1.0	0.0	0.796	1.643	1.2195000019073485
O=C(O)c1ccc(Cl)cn1	1.0	0.0	0.705	1.837	1.2709999916553496
Cc1ccc(C(=O)Nc2cccc(C(F)(F)F)c2)c(F)c1	1.0	0.0	0.827	1.743	1.2850000109672548
CCOc1ccc(C(=O)Nc2ccc(N3CCCC3)cc2)nc1	1.0	0.0	0.862	1.861	1.361499994277954
Cc1ccc(OC2CC(=O)c3ccc(Cl)cc3C2=O)cc1C	1.0	1.0	1.181	2.746	1.963499997138977
COc1ccc(Cc2ccc(C(=O)Nc3cccc(C)c3)c3ccccc23)cc1	1.0	0.0	0.84	1.844	1.3419999868869783
O=S(=O)(Nc1ccc(Cl)cc1)c1ccc(F)c(F)c1	1.0	1.0	0.989	1.675	1.3320000112056731
Cc1ccc(NS(=O)(=O)c2cccc(C(=O)O)c2)cc1	1.0	0.0	0.855	1.599	1.2270000095367433
CC(=O)c1ccc(S(=O)(=O)Nc2ccc(C#Cc3ccccc3)cc2)cc1	1.0	0.0	0.823	1.965	1.3940000069141387
O=C(c1ccc(F)cc1)c1ccc(Cl)nc1	1.0	1.0	1.007	1.744	1.3754999847412108
CN1CCN(C(=O)c2ccncn2)c2cc(Cl)ccc21	1.0	1.0	0.995	2.438	1.7165000023841859
Cc1cccc(Cn2nc(C)c(CCC(=O)O)c2C)c1	1.0	0.0	0.899	1.954	1.4264999945163725
COc1ccc(-c2cc(C(=O)Nc3ccc(C)cc3)c3ccccc3n2)cc1	1.0	0.0	0.856	1.719	1.2875000030994417
O=C(O)c1nccnc1N1CCC2(CCCCCN2C(=O)c2ccc(Cl)nc2)CC1	1.0	1.0	0.942	3.28	2.1109999859333035
Cc1cc(C)c(CN2C(=O)c3ccccc3C2[O-])c(C)c1C	1.0	1.0	1.033	3.156	2.094499996185303
CC(=O)C1=C(O)C(=O)N(c2ccccn2)C1C	1.0	1.0	1.346	2.95	2.147999978065491
O=C(Nc1cccc(F)c1C(=O)c1ccccc1)c1ccccc1	1.0	0.0	0.818	1.689	1.2535000092983246
O=C(NCc1ccc(F)cc1)c1cccc(Oc2ccccc2)c1	1.0	0.0	0.828	1.562	1.1950000045299531
Cc1nnc(C)n1Cc1cccc(C(=O)c2ccccc2)c1	1.0	1.0	0.943	1.962	1.4525000092983245
COc1nc2c(Cc3ccccc3)c(C)nc(C)n2n1	1.0	1.0	1.115	2.432	1.7735000047683716
CCn1c(N=Cc2ccc(NC(C)=O)cc2)c(C)[nH]c1=O	1.0	0.0	0.791	2.553	1.6720000042915344
O=C(COc1ccccc1)Nc1nc2cc3c(cc2[nH]1)OCO3	1.0	1.0	0.912	2.149	1.5305000002384186
O=S(=O)(NC1CCCCC1)c1ccccc1	1.0	1.0	1.007	1.632	1.3194999847412108
O=C(NCCc1ccc(Cl)cc1)c1ccncc1	1.0	1.0	0.92	1.599	1.2595000083446504
Cc1ccccc1CNC(=O)CC(c1ccccc1)c1ccc(Cl)cc1	1.0	1.0	0.928	2.246	1.5869999866485596
COc1ccc(CNC(=O)c2ccccc2)cc1	1.0	1.0	1.002	1.263	1.1324999871253967
COc1nc2ccc(C)cc2cc1C(=O)c1ccc(O)cc1	1.0	1.0	1.174	2.053	1.613500012397766
O=C(O)Cn1cc(Cc2ccc(F)cc2)c2ccccc21	1.0	1.0	1.039	1.9	1.4695000171661377
Fc1ccc(C(=C2CCCCC2)c2ccccc2)cc1	1.0	1.0	1.122	1.926	1.5239999895095826
Cc1ccc(C(=O)NCc2ccccc2)cc1F	1.0	1.0	0.952	1.418	1.1850000109672547
CC(=O)c1ccc(S(=O)(=O)Nc2ccc(C)cc2F)cc1	1.0	1.0	0.911	1.747	1.3290000066757202
O=C(O)c1cccc(CCc2ccc(Cl)cc2)c1	1.0	1.0	0.961	1.518	1.2395000126361846
CCOC(=O)c1noc(C)c1Cc1ccc(Cl)cc1	1.0	1.0	1.08	2.084	1.5820000214576722
COc1nnc(-c2ccccc2)c(-c2ccccc2)n1	1.0	1.0	1.026	1.952	1.4890000114440918
Cc1ccc(C(=O)c2ccc(Cl)cc2)cc1	1.0	1.0	0.984	1.33	1.157000013589859
O=S(=O)(Nc1cc(Cl)ccc1Cn1ccnc1)c1ccc(Cl)c(Cl)c1	1.0	1.0	1.144	2.26	1.7020000267028808
COc1ccc(S(=O)(=O)NCc2ccccc2)cc1	1.0	1.0	0.954	1.458	1.2059999980926515
O=C(c1cnn2cccnc12)N1c2ccccc2Sc2ccccc21	1.0	1.0	1.098	2.458	1.7780000247955323
Cc1ccc(C(=O)n2cc(Cl)c3ccccc32)cc1	1.0	1.0	1.09	1.936	1.5130000166893005
NS(=O)(=O)c1cccc(C(=O)c2ccc(Cl)cc2)c1	1.0	1.0	0.951	1.681	1.315999987602234
O=C(CCc1ccccc1)c1ccccc1	1.0	1.0	1.098	1.289	1.193500024795532
CCc1ncnc(N2CCCCCCC2C)c1C#N	1.0	1.0	0.904	2.957	1.9304999921321868
Cc1ccc(Cl)c(NS(=O)(=O)c2ccc(C)c(N)c2)c1	1.0	1.0	1.03	1.907	1.4684999856948853
Cc1cccc(S(=O)(=O)Nc2ccc(C)c(C)c2)c1	1.0	1.0	0.972	1.66	1.3160000014305115
COc1cc(NS(=O)(=O)c2ccccc2)ccc1F	1.0	1.0	0.949	1.633	1.2910000004768372
COc1ccc(NC(=O)c2ccccc2)cc1	1.0	0.0	0.854	1.168	1.0109999861717225
CC(=O)C1=C(O)C(=O)N(c2ccc(F)cc2)C1N1CCCC1	1.0	1.0	1.516	2.871	2.1935000162124636
COC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C)cc2C)cc1	1.0	0.0	0.855	1.796	1.3255000095367433
O=C(O)c1cc(Br)cc2cc(Cl)ccc12	1.0	0.0	0.765	1.876	1.3204999928474426
COc1cc(F)ccc1C(=O)Nc1ccc(C)cc1C	1.0	1.0	1.031	1.614	1.322500009059906
